dist_id,state,district,total_enroll,tcurelsc,current_sped_exp,state_sped_rev,federal_sped_rev,state_fed_sped_rev,state_rev_v92_adjusted,federal_rev_v92_adjusted,sped_enroll,sped_exp_pp,state_sped_rev_pp,federal_sped_rev_pp,state_fed_sped_rev_pp,sped_local_pp_obligation,state_sped_pct,federal_sped_pct,local_sped_pct,state_rev_no_sped,federal_rev_no_sped,current_exp_no_sped,state_no_sped_pct,federal_no_sped_pct,local_no_sped_pct,disproportionate,fy,cpi_multiplier,tcurelsc_adjusted,current_sped_exp_adjusted,state_sped_rev_adjusted,federal_sped_rev_adjusted,state_fed_sped_rev_adjusted,state_rev_v92_adjusted_real,federal_rev_v92_adjusted_real,sped_exp_pp_adjusted,state_sped_rev_pp_adjusted,federal_sped_rev_pp_adjusted,state_fed_sped_rev_pp_adjusted,sped_local_pp_obligation_adjusted
0903930,Connecticut,Salisbury School District,303,9229000,1768000,15000,0,15000,1417000,281000,27,65481.48148148148,555.5555555555555,0,555.5555555555555,64925.92592592593,0.0084841628959276,0,0.9915158371040724,1402000,281000,7461000,0.18791046776571504,0.03766251172765045,0.7744270205066345,TRUE,fy22,1.062620335076678,9806923.072422663,1878712.752415567,15939.30502615017,0,15939.30502615017,1505733.014803653,298596.31415654655,69581.95379316914,590.3446305981545,0,590.3446305981545,68991.609162571
0903990,Connecticut,Seymour School District,2058,43932000,7951000,2683000,934000,3617000,17932000,3996000,313,25402.55591054313,8571.884984025559,2984.0255591054315,11555.91054313099,13846.64536741214,0.3374418312161992,0.1174695006917369,0.5450886680920639,15249000,3062000,35981000,0.4238070092548845,0.08510046969233762,0.4910925210527779,TRUE,fy22,1.062620335076678,46683036.56058862,8448894.284194667,2851010.359010727,992487.3929616173,3843497.7519723447,19054907.84859499,4246230.8589664055,26993.27247346539,9108.659293963985,3170.886239493985,12279.545533457971,14713.726940007418
0904050,Connecticut,Shelton School District,4312,88223000,19538000,3837000,645000,4482000,19938000,5334000,673,29031.203566121843,5701.337295690936,958.3952451708768,6659.732540861813,22371.47102526003,0.1963865288156413,0.03301259084860272,0.7706008803357559,16101000,4689000,68685000,0.23441799519545753,0.06826818082550776,0.6973138239790347,TRUE,fy22,1.062620335076678,93747553.82146977,20761476.106728137,4077274.2256892137,685390.1161244573,4762664.341813671,21186524.240758806,5668016.867299001,30849.147261111644,6058.356947532264,1018.4102765593719,7076.767224091636,23772.380037020008
0904110,Connecticut,Simsbury School District,4027,93023000,19143000,3101000,1240000,4341000,24363000,4473000,644,29725.155279503106,4815.217391304348,1925.4658385093169,6740.683229813664,22984.47204968944,0.16199132842292222,0.0647756360027164,0.7732330355743614,21262000,3233000,73880000,0.2877910124526259,0.04376015159718462,0.6684488359501894,TRUE,fy22,1.062620335076678,98848131.42983782,20341741.074372847,3295185.6590727787,1317649.215495081,4612834.87456786,25888619.22347311,4753100.758797981,31586.554463311873,5116.747917814873,2046.0391544954673,7162.7870723103415,24423.767391001533
0904140,Connecticut,Somers School District,1339,30272000,5508000,1152000,370000,1522000,10685000,735000,219,25150.68493150685,5260.273972602739,1689.4977168949772,6949.771689497717,18200.913242009137,0.20915032679738563,0.06717501815541031,0.7236746550472041,9533000,365000,24764000,0.3849539654336941,0.01473913745759974,0.6003068971087062,TRUE,fy22,1.062620335076678,32167642.783441197,5852912.805602343,1224138.6260083332,393169.5239783709,1617308.149986704,11354098.280294305,781025.9462813584,26725.629249325768,5589.674091362252,1795.2946300382232,7384.968721400475,19340.66052792529
0904170,Connecticut,South Windsor School District,4634,94782000,18154000,2935000,981000,3916000,29050000,4158000,607,29907.74299835255,4835.255354200988,1616.1449752883032,6451.400329489292,23456.34266886326,0.16167235870882452,0.0540376776467996,0.784289963644376,26115000,3177000,76628000,0.3408023176906614,0.04146004071618729,0.6177376415931514,TRUE,fy22,1.062620335076678,100717280.5992377,19290809.562982015,3118790.68345005,1042430.5487102212,4161221.232160271,30869120.733977497,4418375.353248827,31780.575886296567,5138.040664662356,1717.3485151733462,6855.389179835702,24925.186706460867
0904230,Connecticut,Southington School District,6021,128580000,30965000,5992000,1443000,7435000,44149000,8699000,946,32732.558139534885,6334.038054968288,1525.369978858351,7859.4080338266385,24873.15010570825,0.1935088002583562,0.04660100113030841,0.7598901986113353,38157000,7256000,97615000,0.3908927931158121,0.07433283819085182,0.534774368693336,TRUE,fy22,1.062620335076678,136631722.68415928,32904038.675649337,6367221.047779455,1533361.1435156465,7900582.191295101,46913625.17330026,9243734.294832023,34782.281898149406,6730.677640358832,1620.8891580503662,8351.566798409198,26430.715099740206
0904260,Connecticut,Sprague School District,279,5980000,1555000,647000,102000,749000,3695000,808000,73,21301.369863013697,8863.013698630137,1397.2602739726028,10260.27397260274,11041.095890410958,0.4160771704180064,0.06559485530546624,0.5183279742765273,3048000,706000,4425000,0.6888135593220339,0.15954802259887005,0.15163841807909603,TRUE,fy22,1.062620335076678,6354469.603758535,1652374.6210442344,687515.3567946107,108387.27417782116,795902.6309724319,3926382.1381083257,858597.2307419559,22635.26878142787,9418.018586227545,1484.757180518098,10902.775766745643,11732.493014682226
0904290,Connecticut,Stafford School District,1375,35633000,6672000,2536000,479000,3015000,15260000,2589000,219,30465.753424657534,11579.908675799086,2187.214611872146,13767.123287671233,16698.6301369863,0.3800959232613909,0.0717925659472422,0.5481115107913668,12724000,2110000,28961000,0.4393494699768654,0.07285660025551603,0.48779392976761854,TRUE,fy22,1.062620335076678,37864350.39978727,7089802.875631596,2694805.169754456,508995.1405017288,3203800.3102561845,16215586.313270107,2751124.0475135194,32373.52911247304,12305.046437234958,2324.178723752186,14629.225160987144,17744.303951485897
0904320,Connecticut,Stamford School District,15631,391233000,83253000,6884000,3627000,10511000,97663000,33379000,2365,35202.114164904866,2910.782241014799,1533.615221987315,4444.397463002114,30757.71670190275,0.08268771095335904,0.04356599762170733,0.8737462914249337,90779000,29752000,307980000,0.29475615299694785,0.09660367556334828,0.608640171439704,TRUE,fy22,1.062620335076678,415732141.553054,88466330.75613868,7315078.386667852,3854123.9553231113,11169202.341990963,103778689.78459361,35469204.164524436,37406.482349318685,3093.05640028239,1629.6507210668547,4722.7071213492445,32683.77522796944
0904380,Connecticut,Stonington School District,1797,45427000,10104000,1050000,422000,1472000,8804000,2990000,283,35703.18021201414,3710.2473498233217,1491.166077738516,5201.413427561837,30501.7667844523,0.10391923990498812,0.04176563737133809,0.8543151227236738,7754000,2568000,35323000,0.21951702856495767,0.07270050675197463,0.7077824646830677,TRUE,fy22,1.062620335076678,48271653.96152826,10736715.865614755,1115751.351830512,448425.78140235814,1564177.1332328701,9355309.430015074,3177234.8018792677,37938.925320193484,3942.584282086615,1584.5433971814775,5527.127679268092,32411.797640925393
0904440,Connecticut,Stratford School District,6616,149432000,34575000,10028000,1911000,11939000,51153000,16585000,1138,30382.24956063269,8811.95079086116,1679.261862917399,10491.21265377856,19891.03690685413,0.29003615328994936,0.05527114967462039,0.6546926970354302,41125000,14674000,114857000,0.3580539279277711,0.1277588653717231,0.5141872067005059,TRUE,fy22,1.062620335076678,158789481.91117817,36740098.08527614,10655956.720148928,2030667.4603315317,12686624.18048046,54356218.00017732,17623558.257246707,32284.79620850276,9363.758102064085,1784.417803454773,11148.175905518858,21136.6203029839
0904470,Connecticut,Suffield School District,2031,44413000,7696000,1827000,523000,2350000,14854000,2958000,276,27884.057971014492,6619.565217391304,1894.927536231884,8514.492753623188,19369.565217391304,0.2373960498960499,0.06795738045738045,0.6946465696465697,13027000,2435000,36717000,0.3547947817087453,0.06631805430726911,0.5788871639839855,TRUE,fy22,1.062620335076678,47194156.9417605,8177926.098750114,1941407.3521850908,555750.4352451026,2497157.7874301933,15784162.457228975,3143230.9511568137,29630.167024456936,7034.084609366271,2013.5885334967486,9047.67314286302,20582.493881593917
0904500,Connecticut,Thomaston School District,824,18802000,3834000,1123000,302000,1425000,8835000,1722000,132,29045.454545454544,8507.575757575758,2287.878787878788,10795.454545454546,18250,0.29290558163797603,0.07876890975482524,0.6283255086071988,7712000,1420000,14968000,0.5152324959914484,0.0948690539818279,0.38989845002672374,TRUE,fy22,1.062620335076678,19979387.540111702,4074086.364683984,1193322.6362911095,320911.3411931568,1514233.9774842663,9388250.66040245,1829832.2170020395,30864.290641545333,9040.323002205376,2431.1465241905817,11471.469526395957,19392.821115149374
0904530,Connecticut,Thompson School District,935,23745000,5357000,1365000,394000,1759000,11370000,2033000,192,27901.041666666668,7109.375,2052.0833333333335,9161.458333333334,18739.583333333336,0.2548067948478626,0.07354862796341236,0.6716445771887251,10005000,1639000,18388000,0.5441048509897759,0.08913421796824016,0.36676093104198393,TRUE,fy22,1.062620335076678,25231919.85639572,5692457.135005765,1450476.7573796655,418672.41202021117,1869149.1693998768,12081993.20982183,2160307.1412108866,29648.21424482169,7554.566444685758,2180.5854792719333,9735.151923957692,19913.062320864
0904560,Connecticut,Tolland School District,2206,47825000,11028000,1709000,637000,2346000,16823000,2161000,326,33828.22085889571,5242.331288343558,1953.9877300613496,7196.319018404908,26631.9018404908,0.15496916938701488,0.0577620602103736,0.7872687704026116,15114000,1524000,36797000,0.4107400059787482,0.04141641981683289,0.5478435742044189,TRUE,fy22,1.062620335076678,50819817.52504213,11718577.055225605,1816018.1526460429,676889.1534438439,2492907.306089887,17876461.896994956,2296322.5441007013,35946.55538412762,5570.607830202585,2076.347096453509,7646.954926656095,28299.600457471526
0904590,Connecticut,Torrington School District,3722,92211000,18421000,6279000,1141000,7420000,42771000,10631000,729,25268.86145404664,8613.168724279836,1565.1577503429355,10178.32647462277,15090.53497942387,0.34086097388849684,0.0619401769719342,0.5971988491395689,36492000,9490000,73790000,0.4945385553598048,0.12860821249491802,0.3768532321452771,TRUE,fy22,1.062620335076678,97985283.71775556,19574529.192447487,6672193.083946462,1212449.8023224897,7884642.886268951,45449334.3515646,11296716.782200165,26851.206025305197,9152.528235866203,1663.1684531172698,10815.696688983471,16035.509336321726
0904620,Connecticut,Trumbull School District,6600,142085000,28054000,2130000,1514000,3644000,26652000,7172000,899,31205.784204671854,2369.2992213570633,1684.0934371523915,4053.392658509455,27152.3915461624,0.07592500178227704,0.05396734868467955,0.8701076495330434,24522000,5658000,114031000,0.21504678552323492,0.0496180863098631,0.7353351281669019,TRUE,fy22,1.062620335076678,150982410.3093698,29810750.880241126,2263381.3137133243,1608807.1873060907,3872188.501019415,28320957.170463625,7621113.043169935,33159.90086789892,2517.665532495355,1789.551932487309,4307.217464982664,28852.683402916256
0904680,Connecticut,Vernon School District,3137,69870000,11791000,4202000,1284000,5486000,32825000,6740000,609,19361.247947454845,6899.8357963875205,2108.374384236454,9008.210180623972,10353.037766830872,0.3563735052158426,0.10889661606309896,0.5347298787210585,28623000,5456000,58079000,0.4928287332770881,0.09394101138104996,0.413230255341862,TRUE,fy22,1.062620335076678,74245282.8118075,12529356.37088911,4465130.647992201,1364404.5102384547,5829535.158230656,34880512.49889196,7162061.05841681,20573.65578142711,7331.905825931365,2240.401494644425,9572.30732057579,11001.34846085132
0904740,Connecticut,Wallingford School District,5206,131750000,29575000,5095000,1641000,6736000,44583000,9511000,873,33877.43413516609,5836.197021764032,1879.725085910653,7715.922107674685,26161.512027491408,0.17227387996618765,0.05548605240912933,0.7722400676246831,39488000,7870000,102175000,0.38647418644482506,0.07702471250305848,0.5365011010521163,TRUE,fy22,1.062620335076678,140000229.14635235,31426996.409892753,5414050.607215675,1743759.9698608287,7157810.577076504,47374802.398723535,10106582.006914286,35998.850412248285,6201.661634840406,1997.4341006424154,8199.095735482822,27799.754676765464
0904830,Connecticut,Waterbury School District,16369,353236000,65789000,25572000,5364000,30936000,242010000,48704000,3586,18346.06804238706,7131.06525376464,1495.8170663692135,8626.882320133855,9719.185722253207,0.3886971986198301,0.08153338704038669,0.5297694143397833,216438000,43340000,287447000,0.7529666338490226,0.15077562124495994,0.09625774490601743,TRUE,fy22,1.062620335076678,375355756.6811454,69908729.22435957,27173327.20858081,5699895.477351301,32873222.685932115,257164747.29190686,51753860.79957453,19494.904970540872,7577.614949409038,1589.4856322786675,9167.100581687706,10327.804388853167
0904860,Connecticut,Waterford School District,2246,60760000,14128000,852000,735000,1587000,9851000,4172000,384,36791.666666666664,2218.75,1914.0625,4132.8125,32658.854166666664,0.06030577576443941,0.05202434881087203,0.8876698754246886,8999000,3437000,46632000,0.19297907016640933,0.07370475210156116,0.7333161777320295,TRUE,fy22,1.062620335076678,64564811.55925896,15012700.093963308,905352.5254853297,781025.9462813584,1686378.4717666882,10467872.920840356,4433252.0379399005,39095.57316136278,2357.688868451379,2033.921735107704,4391.610603559084,34703.962557803694
0904890,Connecticut,Watertown School District,2572,58816000,14823000,2755000,881000,3636000,21222000,4783000,418,35461.72248803828,6590.909090909091,2107.6555023923447,8698.564593301435,26763.157894736843,0.18585981245361935,0.05943466234905215,0.7547055251973285,18467000,3902000,43993000,0.419771327256609,0.08869592889777919,0.49153274384561174,TRUE,fy22,1.062620335076678,62499077.6278699,15751221.226841599,2927519.023136248,936168.5152025534,3863687.5383388014,22550928.750997264,5082513.062671752,37682.347432635404,7003.634026641741,2239.6375961783574,9243.271622820099,28439.075809815306
0904920,Connecticut,West Hartford School District,8930,216202000,53043000,14311000,2351000,16662000,60909000,12872000,1456,36430.631868131866,9828.983516483517,1614.6978021978025,11443.681318681318,24986.95054945055,0.2697999736063194,0.04432253077691684,0.6858774956167637,46598000,10521000,163159000,0.2855987104603485,0.06448311156601842,0.649918177973633,TRUE,fy22,1.062620335076678,229740641.68424794,56364570.43347224,15207159.61528234,2498220.40776527,17705380.02304761,64723141.989185385,13678048.953107,38711.93024276939,10444.47775774886,1715.8107196190042,12160.288477367865,26551.641765401524
0904950,Connecticut,West Haven School District,5678,124892000,25432000,11034000,2035000,13069000,72645000,19377000,1121,22686.88670829616,9842.99732381802,1815.343443354148,11658.340767172169,11028.545941123995,0.4338628499528154,0.08001730103806229,0.4861198490091223,61611000,17342000,99460000,0.6194550573094711,0.1743615523828675,0.20618339030766136,TRUE,fy22,1.062620335076678,132712778.88839647,27024560.361670077,11724952.777236067,2162432.38188104,13887385.159117106,77194054.24164528,20590394.23278079,24107.547155816304,10459.36911439435,1929.0208580562355,12388.389972450586,11719.157183365718
0904980,Connecticut,Westbrook School District,628,21761000,4715000,197000,167000,364000,3350000,1067000,94,50159.574468085106,2095.744680851064,1776.595744680851,3872.340425531915,46287.23404255319,0.04178154825026511,0.03541887592788971,0.9227995758218452,3153000,900000,17046000,0.18497008095740936,0.05279831045406547,0.7622316085885252,TRUE,fy22,1.062620335076678,23123681.11160359,5010254.879886537,209336.20601010558,177457.59595780523,386793.80196791084,3559778.1225068714,1133815.8975268155,53300.58382858018,2226.9809150011233,1887.8467655085662,4114.827680509689,49185.75614807049
0905010,Connecticut,Weston School District,2226,60137000,12957000,890000,455000,1345000,9724000,792000,269,48167.28624535316,3308.550185873606,1691.449814126394,5000,43167.28624535316,0.06868873967739446,0.03511615343057806,0.8961951068920275,8834000,337000,47180000,0.1872403560830861,0.00714285714285714,0.8056167867740568,TRUE,fy22,1.062620335076678,63902799.09050619,13768371.681588518,945732.0982182435,483492.2524598885,1429224.350678132,10332920.138285618,841595.305380729,51183.53784977144,3515.7327071310165,1797.3689682523736,5313.10167538339,45870.43617438805
0905040,Connecticut,Westport School District,5207,149326000,29177000,1270000,1568000,2838000,23928000,3396000,721,40467.406380027736,1761.4424410540914,2174.757281553398,3936.1997226074895,36531.20665742025,0.04352743599410495,0.0537409603454776,0.9027316036604176,22658000,1828000,120149000,0.1885825100500212,0.01521444206776585,0.7962030478822129,TRUE,fy22,1.062620335076678,158676844.15566003,31004073.516532235,1349527.825547381,1666188.6854002313,3015716.5109476126,25426379.377714753,3608658.6579203987,43001.48892722918,1871.7445569311803,2310.9413112347174,4182.685868165898,38818.80305906328
0905070,Connecticut,Wethersfield School District,3547,78217000,14235000,6703000,779000,7482000,26274000,5367000,517,27533.84912959381,12965.183752417795,1506.769825918762,14471.953578336555,13061.895551257254,0.4708816297857394,0.05472427116262732,0.4743940990516332,19571000,4588000,63982000,0.3058829045669094,0.07170766778156357,0.6224094276515271,FALSE,fy22,1.062620335076678,83114974.74869253,15126400.469816513,7122744.1060189735,827781.2410247322,7950525.347043705,27919286.68380464,5703083.338356531,29258.027988039677,13777.0679033249,1601.124257301223,15378.192160626122,13879.835827413555
0905130,Connecticut,Wilton School District,3706,100030000,23001000,1633000,956000,2589000,16888000,1830000,585,39317.94871794872,2791.4529914529912,1634.1880341880342,4425.641025641025,34892.307692307695,0.07099691317768793,0.04156341028650928,0.8874396765358028,15255000,874000,77029000,0.19804229575874024,0.01134637604019265,0.7906113282010672,TRUE,fy22,1.062620335076678,106293912.11772011,24441330.32709867,1735259.0071802153,1015865.0403333042,2751124.0475135194,17945532.21877494,1944595.2131903209,41780.05184119431,2966.2547131285733,1736.5214364671867,4702.776149595759,37077.27569159855
0905160,Connecticut,Winchester School District,559,16711000,5435000,2179000,356000,2535000,11537000,2120000,206,26383.495145631063,10577.66990291262,1728.1553398058252,12305.825242718449,14077.66990291262,0.40091996320147194,0.06550137994480221,0.5335786568537259,9358000,1764000,11276000,0.8299042213550905,0.15643845335225257,0.01365732529265698,TRUE,fy22,1.062620335076678,17757448.41946637,5775341.521141745,2315449.7101320815,378292.8392872974,2693742.549419379,12259450.805779636,2252755.1103625577,28035.638452144394,11240.047136563502,1836.3730062490165,13076.420142812518,14959.218309331876
0905190,Connecticut,Windham School District,2921,76695000,15933000,5689000,769000,6458000,48753000,10625000,590,27005.084745762713,9642.372881355932,1303.3898305084747,10945.762711864409,16059.322033898306,0.35705767903094204,0.04826460804619344,0.5946777129228644,43064000,9856000,60762000,0.7087324314538692,0.16220664230933807,0.12906092623679272,TRUE,fy22,1.062620335076678,81497666.59870583,16930729.798776712,6045247.086251222,817155.0376739654,6862402.123925187,51805929.19599329,11290341.060189705,28696.15220131646,10246.181502120715,1385.00853843045,11631.190040551164,17064.962160765295
0905220,Connecticut,Windsor School District,3202,89268000,22141000,3156000,1049000,4205000,27568000,7123000,701,31584.878744650498,4502.139800285307,1496.4336661911557,5998.573466476462,25586.305278174033,0.14254098730861298,0.04737816720112009,0.8100808454902669,24412000,6074000,67127000,0.3636688664769765,0.09048519969609845,0.545845933826925,TRUE,fy22,1.062620335076678,94857992.0716249,23527476.83893273,3353629.777501996,1114688.7314954353,4468318.508997431,29294317.39739386,7569044.6467511775,33562.73443499676,4784.065303141221,1590.1408437880675,6374.2061469292885,27188.52828806747
0905250,Connecticut,Windsor Locks School District,1442,42564000,9357000,1768000,555000,2323000,12979000,3799000,241,38825.72614107884,7336.09958506224,2302.9045643153527,9639.004149377592,29186.721991701248,0.18894944960991772,0.05931388265469702,0.7517366677353852,11211000,3244000,33207000,0.3376095401571958,0.09769024603246304,0.5647002138103412,TRUE,fy22,1.062620335076678,45229371.94220372,9942938.475312477,1878712.752415567,589754.2859675563,2468467.038383123,13791749.328960204,4036894.6529563,41257.00612162853,7795.488599234717,2447.1132197823913,10242.601819017107,31014.404302611423
0905280,Connecticut,Wolcott School District,2138,44177000,7344000,2054000,540000,2594000,19695000,3280000,322,22807.45341614907,6378.88198757764,1677.0186335403728,8055.900621118012,14751.552795031055,0.2796840958605665,0.07352941176470588,0.6467864923747277,17641000,2740000,36833000,0.4789455108191024,0.07438981348247495,0.4466646756984226,TRUE,fy22,1.062620335076678,46943378.54268241,7803883.740803123,2182622.1682474967,573814.9809414062,2756437.149188903,20928307.499335174,3485394.699051504,24235.663791314048,6778.329715054338,1782.0341023025037,8560.363817356842,15675.299973957206
0905310,Connecticut,Woodbridge School District,845,18602000,3598000,585000,170000,755000,3580000,708000,98,36714.28571428572,5969.3877551020405,1734.6938775510205,7704.081632653061,29010.204081632655,0.16259032795997777,0.04724847137298499,0.7901612006670373,2995000,538000,15004000,0.19961343641695548,0.03585710477206078,0.7645294588109837,TRUE,fy22,1.062620335076678,19766863.473096367,3823307.9656058876,621632.8960198567,180645.45696303528,802278.352982892,3804180.7995745074,752335.1972342881,39013.34658781518,6343.19281652915,1843.3209894187273,8186.513805947877,30826.8327818673
0905370,Connecticut,Woodstock School District,790,15813000,2905000,863000,398000,1261000,7414000,2068000,130,22346.153846153848,6638.461538461538,3061.5384615384614,9700,12646.153846153848,0.29707401032702235,0.1370051635111876,0.56592082616179,6551000,1670000,12908000,0.5075147195537651,0.12937713046172916,0.3631081499845057,TRUE,fy22,1.062620335076678,16803215.35856751,3086912.07339775,917041.3491711732,422922.89336051786,1339964.242531691,7878267.164258491,2197498.85293857,23745.477487675,7054.164224393639,3253.2530258501374,10307.417250243776,13438.060237431226
1200060,Florida,BAKER,4969,50139000,8969000,5492000,1134000,6626000,33204000,9001000,640,14014.0625,8581.25,1771.875,10353.125,3660.9375,0.6123313635856841,0.12643550005574758,0.2612331363585684,27712000,7867000,41170000,0.6731114889482633,0.19108574204517853,0.13580276900655813,TRUE,fy22,1.062620335076678,53278720.98040956,9530641.785302727,5835910.880241116,1205011.459976953,7040922.340218069,35283245.60588602,9564645.63602518,14891.62778953551,9118.610750376743,1882.8304062139891,11001.441156590732,3890.1866329447785
1200090,Florida,BAY,26197,273664000,58335000,24530000,6807000,31337000,114896000,75834000,4804,12143.005828476267,5106.16153205662,1416.9442131557037,6523.105745212323,5619.900083263946,0.42050227136367535,0.11668809462586784,0.4628096340104568,90366000,69027000,215329000,0.4196647920159384,0.32056527453338846,0.2597699334506731,TRUE,fy22,1.062620335076678,290800931.37842405,61987957.246698014,26066076.819430914,7233256.620866948,33299333.44029786,122090826.01897,80582750.49020481,12903.404922293508,5425.911078149649,1505.6737345684737,6931.5848127181225,5971.820109575386
1200120,Florida,BRADFORD,2867,30719000,11326000,5085000,901000,5986000,17851000,8241000,680,16655.882352941175,7477.941176470588,1325,8802.941176470587,7852.941176470587,0.44896697863323326,0.07955147448348932,0.47148154688327737,12766000,7340000,19393000,0.6582787603774558,0.37848708296808126,-0.03676584334553706,TRUE,fy22,1.062620335076678,32642634.073220473,12035237.915078456,5403424.403864908,957420.921904087,6360845.325768995,18968835.60145378,8757054.181366904,17698.87928688008,7946.2123586248645,1407.9719439765984,9354.184302601463,8344.694984278618
1200150,Florida,BREVARD,72497,751663000,90195000,61293000,19663000,80956000,323304000,158697000,12378,7286.718371303927,4951.769268056229,1588.544191307158,6540.313459363387,746.4049119405399,0.6795609512722435,0.21800543267365152,0.102433616054105,262011000,139034000,661468000,0.3961053293583363,0.21019006210428923,0.3937046085373744,FALSE,fy22,1.062620335076678,798732388.924741,95843041.12224098,65131188.19785483,20894303.648612723,86025491.84646755,343549404.8116303,168634659.31566358,7743.015117324364,5261.850718844307,1688.0193608509228,6949.87007969523,793.1450376291341
1200180,Florida,BROWARD,256037,2923727000,760851000,141611000,55976000,197587000,982692000,634157000,35280,21566.071428571428,4013.9172335600906,1586.621315192744,5600.538548752835,15965.532879818593,0.18612185565899236,0.07357025225701222,0.7403078920839955,841081000,578181000,2162876000,0.38887157654900234,0.2673204566512366,0.3438079667997611,TRUE,fy22,1.062620335076678,3106811764.4127307,808495744.5634255,150478728.27054346,59481235.87625213,209959964.1467956,1044228502.317171,673868123.831221,22916.546047716143,4265.2700756956765,1685.976073589913,5951.24614928559,16965.299898430552
1200210,Florida,CALHOUN,2103,24105000,2758000,4236000,611000,4847000,15488000,5744000,431,6399.07192575406,9828.30626450116,1417.633410672854,11245.939675174011,-4846.867749419953,1.5358955765047135,0.22153734590282817,-0.7574329224075417,11252000,5133000,21347000,0.5270998266735373,0.24045533330210336,0.2324448400243594,FALSE,fy22,1.062620335076678,25614463.177023325,2930706.884141478,4501259.739384809,649261.0247318503,5150520.764116659,16457863.74966759,6103691.204680439,6799.783953924543,10443.758096020438,1506.4060898650819,11950.16418588552,-5150.380231960977
1200240,Florida,CHARLOTTE,16400,192143000,55018000,6897000,4515000,11412000,37446000,36842000,3257,16892.23211544366,2117.5928768805647,1386.2450107460854,3503.83788762665,13388.39422781701,0.1253589734268785,0.08206405176487695,0.7925769748082445,30549000,32327000,137125000,0.22278213309024616,0.2357484047402005,0.5414694621695533,TRUE,fy22,1.062620335076678,204175059.04263815,58463245.59524868,7328892.451023849,4797730.812871202,12126623.26389505,39790881.06728129,39149058.384894975,17950.029350705765,2250.1972523868126,1473.0521378173785,3723.249390204191,14226.779960501573
1200270,Florida,CITRUS,15691,170476000,43703000,12034000,3967000,16001000,66502000,48216000,2175,20093.333333333332,5532.873563218391,1823.9080459770112,7356.781609195402,12736.551724137931,0.2753586710294488,0.0907718005628904,0.6338695284076608,54468000,44249000,126773000,0.4296498465761637,0.34904119962452573,0.2213089537993106,TRUE,fy22,1.062620335076678,181151264.24253178,46439696.50385606,12787573.112312743,4215414.869249182,17002987.981561925,70666377.52326925,51235302.07605711,21351.584599474052,5879.34395968402,1938.1217789651412,7817.465738649161,13534.118860824892
1200300,Florida,CLAY,38593,380036000,123963000,52441000,7846000,60287000,230446000,64602000,7322,16930.2103250478,7162.114176454521,1071.5651461349355,8233.679322589456,8696.531002458343,0.4230375192597791,0.06329307938659116,0.5136694013536298,178005000,56756000,256073000,0.6951338094996349,0.22163992299070967,0.08322626750965545,TRUE,fy22,1.062620335076678,403833981.6612004,131725604.59711024,55724872.991756074,8337319.149011617,64062192.14076769,244876605.73708016,68647398.88662356,17990.38576852093,7610.608166041528,1138.6669146423951,8749.275080683925,9241.110687837005
1200330,Florida,COLLIER,47617,606505000,62418000,7568000,10204000,17772000,78979000,100474000,7163,8713.946670389501,1056.5405556331143,1424.542789334078,2481.0833449671927,6232.863325422309,0.12124707616392708,0.16347848377070717,0.7152744400653658,71411000,90270000,544087000,0.13124923036205607,0.16591096644470463,0.7028398031932394,TRUE,fy22,1.062620335076678,644484546.3256806,66326636.07481609,8041910.695860299,10842977.899122423,18884888.594982725,83924691.44402096,106765715.54649416,9259.616930729595,1122.70147924896,1513.7481361332434,2636.449615382204,6623.167315347391
1200360,Florida,COLUMBIA,9923,107159000,19808000,11805000,2947000,14752000,58458000,30393000,1609,12310.752019888128,7336.8551895587325,1831.572405220634,9168.427594779369,3142.3244251087617,0.595971324717286,0.14877827140549274,0.2552504038772213,46653000,27446000,87351000,0.5340866160662157,0.3142036152991952,0.15170976863458913,TRUE,fy22,1.062620335076678,113869332.48648174,21048383.59719884,12544233.055580184,3131542.12747097,15675775.183051156,62118659.54791245,32296219.843985476,13081.655436419416,7796.291519937964,1946.2660829527472,9742.557602890713,3339.0978335287036
1200390,Florida,MIAMI-DADE,329575,4027824000,1213137000,81887000,74250000,156137000,963238000,863227000,36882,32892.38653001464,2220.2429369340057,2013.177159590044,4233.42009652405,28658.966433490594,0.06750020813807509,0.0612049587144733,0.8712948331474516,881351000,788977000,2814687000,0.3131257578551363,0.2803071886856336,0.4065670534592301,TRUE,fy22,1.062620335076678,4280047688.509886,1289104045.433916,87014791.37842394,78899559.87944335,165914351.25786728,1023556286.3185892,917282563.9872355,34952.118795995775,2359.2752935964413,2139.2429878922876,4498.5182814887285,30453.600514507045
1200420,Florida,DESOTO,4568,55616000,8805000,4870000,1237000,6107000,26744000,16021000,625,14088,7792,1979.2,9771.2,4316.799999999999,0.5530948324815446,0.140488358886996,0.3064168086314594,21874000,14784000,46811000,0.4672833308410416,0.31582320394779007,0.21689346521116837,TRUE,fy22,1.062620335076678,59098692.55562453,9356372.05035015,5174961.031823422,1314461.3544898508,6489422.386313273,28418718.241290677,17024240.38826346,14970.19528056024,8279.937650917474,2103.138167183761,10383.075818101237,4587.1194624590025
