dist_id,state,district,total_enroll,tcurelsc,current_sped_exp,state_sped_rev,federal_sped_rev,state_fed_sped_rev,state_rev_v92_adjusted,federal_rev_v92_adjusted,sped_enroll,sped_exp_pp,state_sped_rev_pp,federal_sped_rev_pp,state_fed_sped_rev_pp,sped_local_pp_obligation,state_sped_pct,federal_sped_pct,local_sped_pct,state_rev_no_sped,federal_rev_no_sped,current_exp_no_sped,state_no_sped_pct,federal_no_sped_pct,local_no_sped_pct,disproportionate,fy,cpi_multiplier,tcurelsc_adjusted,current_sped_exp_adjusted,state_sped_rev_adjusted,federal_sped_rev_adjusted,state_fed_sped_rev_adjusted,state_rev_v92_adjusted_real,federal_rev_v92_adjusted_real,sped_exp_pp_adjusted,state_sped_rev_pp_adjusted,federal_sped_rev_pp_adjusted,state_fed_sped_rev_pp_adjusted,sped_local_pp_obligation_adjusted
1740070,Illinois,Valley View CUSD 365U,15979,332509000,46768000,3022000,3505000,6527000,157575000,17823000,2635,17748.76660341556,1146.8690702087283,1330.1707779886149,2477.0398481973434,15271.726755218217,0.06461683202189532,0.0749444064317482,0.8604387615463566,154553000,14318000,285741000,0.5408849272593013,0.05010831487255941,0.40900675786813934,TRUE,fy20,1.1650487890214984,387389207.7887494,54487001.76495744,3520777.4404229685,4083496.005520352,7604273.44594332,183582562.93006262,20764664.566730168,20678.179037934515,1336.1584214128914,1549.7138540874203,2885.8722755003114,17792.306762434204
1740080,Illinois,Valmeyer CUSD 3,403,4453000,315000,22000,73000,95000,1444000,221000,53,5943.396226415094,415.0943396226415,1377.3584905660375,1792.4528301886792,4150.943396226415,0.06984126984126984,0.23174603174603176,0.6984126984126984,1422000,148000,4138000,0.34364427259545677,0.03576607056549057,0.6205896568390528,TRUE,fy20,1.1650487890214984,5187962.257512732,366990.368541772,25631.073358472964,85048.56159856939,110679.63495704235,1682330.4513470437,257475.78237375116,6924.346576259849,483.60515770703705,1604.6898414824414,2088.2949991894784,4836.0515770703705
1740140,Illinois,Vandalia CUSD 203,1457,20877000,1896000,215000,278000,493000,14965000,1634000,253,7494.071146245059,849.802371541502,1098.8142292490118,1948.6166007905135,5545.454545454545,0.11339662447257384,0.14662447257383968,0.7399789029535865,14750000,1356000,18981000,0.7770928823560402,0.07143986091354512,0.15146725673041464,TRUE,fy20,1.1650487890214984,24322723.568401825,2208932.503984761,250485.48963962216,323883.56334797654,574369.0529875987,17434955.127706725,1903689.7212611286,8730.95851377376,990.0612238720244,1280.1721871461523,2270.233411018177,6460.725102755583
1740200,Illinois,Venice CUSD 3,88,2724000,249000,24000,37000,61000,1578000,421000,21,11857.142857142857,1142.857142857143,1761.904761904762,2904.7619047619046,8952.380952380952,0.0963855421686747,0.14859437751004015,0.7550200803212852,1554000,384000,2475000,0.6278787878787879,0.15515151515151515,0.21696969696969692,TRUE,fy20,1.1650487890214984,3173592.9012945616,290097.14846635313,27961.170936515962,43106.805193795444,71067.9761303114,1838446.9890759245,490485.54017805087,13814.149926969196,1331.484330310284,2052.7050092283544,3384.1893395386383,10429.960587430558
1740260,Illinois,Vienna SD 55,386,5207000,446000,0,0,0,3970000,403000,58,7689.6551724137935,0,0,0,7689.6551724137935,0,0,1,3970000,403000,4761000,0.8338584331022895,0.08464608275572359,0.08149548414198694,TRUE,fy20,1.1650487890214984,6066409.044434942,519611.75990358833,0,0,0,4625243.692415349,469514.66197566385,8958.823446613593,0,0,0,8958.823446613593
1740290,Illinois,Vienna HSD 133,362,5408000,397000,2000,3000,5000,3716000,279000,50,7940,40,60,100,7840,0.00503778337531486,0.00755667506297229,0.9874055415617128,3714000,276000,5011000,0.741169427260028,0.05507882658152065,0.20375174615845135,TRUE,fy20,1.1650487890214984,6300583.851028264,462524.3692415349,2330.0975780429967,3495.1463670644953,5825.243945107492,4329321.300003888,325048.61213699804,9250.487384830698,46.60195156085993,69.90292734128991,116.50487890214985,9133.982505928549
1740320,Illinois,Villa Grove CUSD 302,635,8274000,720000,53000,17000,70000,5281000,346000,130,5538.461538461538,407.6923076923077,130.76923076923077,538.4615384615385,5000,0.07361111111111111,0.02361111111111111,0.9027777777777778,5228000,329000,7554000,0.6920836642838232,0.043553084458565,0.26436325125761184,TRUE,fy20,1.1650487890214984,9639613.680363879,838835.1280954789,61747.585818139414,19805.829413365474,81553.41523150489,6152622.654822533,403106.8810014385,6452.577908426761,474.9814293703032,152.35253394896517,627.3339633192684,5825.243945107492
1740350,Illinois,SD 45 DuPage County,3306,61470000,6202000,203000,1028000,1231000,23853000,2914000,671,9242.921013412815,302.5335320417288,1532.0417287630405,1834.575260804769,7408.345752608048,0.0327313769751693,0.1657529829087391,0.8015156401160917,23650000,1886000,55268000,0.4279148874574799,0.03412462908011869,0.5379604834624014,TRUE,fy20,1.1650487890214984,71615549.0611515,7225632.589511333,236504.90417136418,1197670.1551141003,1434175.0592854647,27789908.764529802,3394952.1712086466,10768.453933697963,352.4663251436128,1784.9033608257828,2137.369685969396,8631.084247728568
1740410,Illinois,Virginia CUSD 64,301,4569000,135000,33000,0,33000,2333000,213000,59,2288.135593220339,559.3220338983051,0,559.3220338983051,1728.813559322034,0.24444444444444444,0,0.7555555555555555,2300000,213000,4434000,0.5187189896256202,0.04803788903924222,0.43324312133513754,TRUE,fy20,1.1650487890214984,5323107.917039227,157281.5865179023,38446.61003770945,0,38446.61003770945,2718058.8247871557,248155.39206157916,2665.789601998344,651.6374582662619,0,651.6374582662619,2014.152143732082
1740440,Illinois,CHSD 94,1952,32586000,4581000,356000,605000,961000,11937000,1274000,323,14182.662538699691,1102.1671826625386,1873.065015479876,2975.2321981424147,11207.430340557275,0.07771228989303645,0.1320672342283344,0.7902204758786291,11581000,669000,28005000,0.413533297625424,0.02388859132297804,0.5625781110515979,TRUE,fy20,1.1650487890214984,37964279.83905455,5337088.5025074845,414757.36889165343,704854.5173580066,1119611.88624966,13907187.394549627,1484272.157213389,16523.493815812646,1284.0785414602274,2182.212128043364,3466.2906695035913,13057.203146309055
1740470,Illinois,Wabash CUSD 348,1513,18391000,1351000,31000,291000,322000,12095000,1579000,262,5156.488549618321,118.3206106870229,1110.6870229007634,1229.0076335877864,3927.480916030534,0.0229459659511473,0.2153960029607698,0.7616580310880829,12064000,1288000,17040000,0.707981220657277,0.0755868544600939,0.2164319248826291,TRUE,fy20,1.1650487890214984,21426412.278894376,1573980.9139680443,36116.512459666454,339029.19760525605,375145.7100649225,14091265.103215024,1839612.037864946,6007.560740336047,137.8492841972002,1294.0045710124277,1431.853855209628,4575.706885126419
1740500,Illinois,CCSD 89,2304,36354000,3852000,216000,339000,555000,10222000,944000,333,11567.567567567568,648.6486486486486,1018.018018018018,1666.6666666666667,9900.900900900902,0.05607476635514018,0.08800623052959501,0.8559190031152648,10006000,605000,32502000,0.30785797797058645,0.01861423912374623,0.6735277829056673,TRUE,fy20,1.1650487890214984,42354183.67608755,4487767.935310812,251650.53842864366,394951.539478288,646602.0779069316,11909128.721377756,1099806.0568362945,13476.780586518955,755.7073226085395,1186.0406590939579,1941.7479817024973,11535.032604816457
1740530,Illinois,Wallace CCSD 195,366,6126000,731000,39000,92000,131000,2456000,263000,84,8702.380952380952,464.2857142857143,1095.2380952380952,1559.5238095238096,7142.857142857143,0.0533515731874145,0.12585499316005472,0.8207934336525309,2417000,171000,5395000,0.44800741427247454,0.03169601482854495,0.5202965708989804,TRUE,fy20,1.1650487890214984,7137088.881545699,851650.6647747153,45436.90277183844,107184.48858997786,152621.3913618163,2861359.8258368,306407.8315126541,10138.698390175183,540.9155091885528,1276.0058165473554,1816.9213257359083,8321.777064439275
1740620,Illinois,Waltham CCSD 185,200,3458000,153000,13000,71000,84000,1209000,147000,35,4371.428571428572,371.42857142857144,2028.571428571429,2400,1971.4285714285716,0.08496732026143791,0.46405228758169936,0.4509803921568627,1196000,76000,3305000,0.36187594553706504,0.02299546142208774,0.6151285930408472,FALSE,fy20,1.1650487890214984,4028738.7124363417,178252.46472028925,15145.63425727948,82718.46402052639,97864.09827780587,1408543.9859269916,171262.17198616028,5092.927563436836,432.73240735084227,2363.384686300754,2796.1170936515964,2296.8104697852395
1740650,Illinois,Waltonville CUSD 1,370,4015000,428000,0,44000,44000,2458000,321000,70,6114.285714285715,0,628.5714285714286,628.5714285714286,5485.714285714286,0,0.102803738317757,0.897196261682243,2458000,277000,3587000,0.6852522999721216,0.07722330638416504,0.23752439364371344,TRUE,fy20,1.1650487890214984,4677670.887921317,498640.8817012013,0,51262.14671694593,51262.14671694593,2863689.923414843,373980.661275901,7123.441167160019,0,732.3163816706561,732.3163816706561,6391.124785489363
1740680,Illinois,North Wamac SD 186,123,1704000,121000,0,6000,6000,1593000,159000,28,4321.428571428572,0,214.28571428571428,214.28571428571428,4107.142857142857,0,0.04958677685950413,0.9504132231404958,1593000,153000,1583000,1.0063171193935565,0.09665192672141504,-0.10296904611497154,TRUE,fy20,1.1650487890214984,1985243.1364926333,140970.9034716013,0,6990.292734128991,6990.292734128991,1855922.720911247,185242.75745441826,5034.675123985761,0,249.65331193317823,249.65331193317823,4785.021812052583
1740740,Illinois,Warren CUSD 205,391,6188000,373000,19000,109000,128000,3095000,399000,72,5180.555555555556,263.8888888888889,1513.888888888889,1777.7777777777778,3402.777777777778,0.05093833780160858,0.29222520107238603,0.6568364611260054,3076000,290000,5815000,0.5289767841788479,0.04987102321582115,0.421152192605331,TRUE,fy20,1.1650487890214984,7209321.906465032,434563.19830501894,22135.92699140847,126990.31800334333,149126.2449947518,3605826.0020215376,464854.46681957785,6035.599976458597,307.4434304362287,1763.7544167131018,2071.1978471493303,3964.4021293092665
1740800,Illinois,Warren Twp HSD 121,3876,64349000,10453000,1403000,789000,2192000,24228000,1504000,510,20496.07843137255,2750.9803921568628,1547.0588235294117,4298.0392156862745,16198.039215686274,0.1342198411939156,0.07548072323734813,0.7902994355687363,22825000,715000,53896000,0.4235008163871159,0.01326629063381327,0.5632328929790709,TRUE,fy20,1.1650487890214984,74969724.5247444,12178254.991641723,1634563.4509971624,919223.4945379623,2553786.9455351247,28226802.060412865,1752233.3786883336,23878.93135616024,3205.02637450424,1802.3990088979651,5007.425383402206,18871.505972758034
1740830,Illinois,Warrensburg-Latham CUSD 11,956,12370000,337000,58000,215000,273000,6632000,683000,119,2831.9327731092435,487.3949579831933,1806.7226890756303,2294.1176470588234,537.8151260504201,0.17210682492581603,0.6379821958456974,0.18991097922848665,6574000,468000,12033000,0.5463309232942741,0.03889304412864622,0.4147760325770796,FALSE,fy20,1.1650487890214984,14411653.520195935,392621.441900245,67572.8297632469,250485.48963962216,318058.3194028691,7726603.568790577,795728.3229016834,3299.339847901218,567.8389055735034,2104.9200810052284,2672.7589865787318,626.5808613224863
1740890,Illinois,Warsaw CUSD 316,380,5109000,413000,50000,113000,163000,3391000,444000,48,8604.166666666666,1041.6666666666667,2354.1666666666665,3395.8333333333335,5208.333333333332,0.12106537530266344,0.2736077481840194,0.6053268765133171,3341000,331000,4696000,0.7114565587734242,0.0704855195911414,0.2180579216354344,TRUE,fy20,1.1650487890214984,5952234.263110835,481165.14986587886,58252.43945107492,131650.51315942933,189902.95261050426,3950680.4435719014,517281.66232554533,10024.273955539144,1213.5924885640609,2742.719024154778,3956.311512718839,6067.962442820304
1740920,Illinois,Lowpoint-Washburn CUSD 21,340,5381000,334000,64000,108000,172000,2688000,479000,64,5218.75,1000,1687.5,2687.5,2531.25,0.19161676646706588,0.32335329341317365,0.4850299401197605,2624000,371000,5047000,0.5199128194967307,0.07350901525658807,0.4065781652466812,TRUE,fy20,1.1650487890214984,6269127.533724683,389126.29553318047,74563.1224973759,125825.26921432183,200388.39171169774,3131651.144889788,558058.3699412978,6080.098367705945,1165.0487890214984,1966.0198314737786,3131.068620495277,2949.0297472106677
1740980,Illinois,Washington CHSD 308,1370,23686000,3117000,32000,105000,137000,10589000,398000,145,21496.55172413793,220.68965517241375,724.1379310344828,944.8275862068964,20551.724137931036,0.01026628168110362,0.03368623676612127,0.9560474815527752,10557000,293000,20569000,0.513248091788614,0.0142447372259225,0.4725071709854635,TRUE,fy20,1.1650487890214984,27595345.61676321,3631457.0753800105,37281.56124868795,122330.12284725734,159611.6840959453,12336701.626948647,463689.4180305564,25044.5315543449,257.11421550819273,843.6560196362575,1100.7702351444502,23943.76131920045
1741010,Illinois,District 50 Schools,695,10254000,1218000,72000,160000,232000,6569000,665000,164,7426.829268292683,439.0243902439024,975.609756097561,1414.6341463414635,6012.195121951219,0.05911330049261083,0.13136288998357964,0.8095238095238095,6497000,505000,9036000,0.7190128375387339,0.05588756086764054,0.22509960159362555,TRUE,fy20,1.1650487890214984,11946410.282626444,1419029.4250281851,83883.51280954789,186407.80624343976,270291.3190529876,7653205.495082223,774757.4446992965,8652.618445293812,511.4848342045603,1136.632964899023,1648.117799103583,7004.500646190229
1741040,Illinois,Washington SD 52,918,9484000,1095000,83000,123000,206000,6144000,351000,126,8690.47619047619,658.7301587301587,976.190476190476,1634.920634920635,7055.555555555556,0.07579908675799087,0.11232876712328768,0.8118721461187215,6061000,228000,8389000,0.7224937418047443,0.02717844796757659,0.2503278102276791,TRUE,fy20,1.1650487890214984,11049322.71507989,1275728.4239785408,96699.04948878437,143301.0010496443,240000.05053842868,7158059.759748086,408932.1249465459,10124.82876173445,767.4527737205109,1137.3095321400342,1904.762305860545,8220.066455873904
1741070,Illinois,Waterloo CUSD 5,2727,32348000,3032000,228000,480000,708000,16043000,1137000,412,7359.223300970873,553.3980582524272,1165.0485436893205,1718.4466019417475,5640.776699029126,0.07519788918205805,0.158311345646438,0.7664907651715039,15815000,657000,29316000,0.5394665029335517,0.02241097011870651,0.4381225269477418,TRUE,fy20,1.1650487890214984,37686998.22726743,3532427.928313183,265631.12389690167,559223.4187303192,824854.5426272209,18690877.7222719,1324660.4731174437,8573.854194934911,644.735737613839,1357.338394976503,2002.0741325903418,6571.780062344569
1741190,Illinois,Wauconda CUSD 118,4501,83145000,7613000,745000,646000,1391000,42461000,2142000,680,11195.588235294115,1095.5882352941176,950,2045.5882352941176,9150,0.0978589255221332,0.08485485353999737,0.8172862209378695,41716000,1496000,75532000,0.5522957157231372,0.01980617486628184,0.427898109410581,TRUE,fy20,1.1650487890214984,96867981.56319249,8869516.430820668,867961.3478210163,752621.517707888,1620582.8655289044,49469136.63064185,2495534.5060840496,13043.406515912748,1276.4137467956123,1106.7963495704237,2383.210096366036,10660.196419546712
1741250,Illinois,Waukegan CUSD 60,15336,315883000,33647000,2463000,3669000,6132000,256726000,21511000,2143,15700.886607559496,1149.3233784414372,1712.085860942604,2861.409239384041,12839.477368175456,0.07320117692513449,0.10904389692988974,0.8177549261449758,254263000,17842000,282236000,0.900887909409147,0.0632165988747006,0.03589549171615242,TRUE,fy20,1.1650487890214984,368019106.622478,39200396.60420636,2869515.1673599505,4274564.006919878,7144079.174279829,299098315.4103332,25061364.500641454,18292.298928701053,1339.0178102472937,1994.6635589920102,3333.681369239304,14958.617559461749
1741280,Illinois,Waverly CUSD 6,362,4147000,411000,20000,0,20000,1736000,248000,60,6850,333.3333333333333,0,333.3333333333333,6516.666666666667,0.04866180048661801,0,0.951338199513382,1716000,248000,3736000,0.4593147751605996,0.06638115631691649,0.4743040685224839,TRUE,fy20,1.1650487890214984,4831457.328072154,478835.05228783586,23300.97578042997,0,23300.97578042997,2022524.6977413213,288932.09967733163,7980.584204797265,388.3495963404995,0,388.3495963404995,7592.234608456765
1741360,Illinois,Wayne City CUSD 100,534,4953000,541000,68000,86000,154000,3264000,470000,96,5635.416666666667,708.3333333333334,895.8333333333334,1604.1666666666667,4031.25,0.1256931608133087,0.1589648798521257,0.7153419593345656,3196000,384000,4412000,0.7243880326382592,0.08703535811423391,0.18857660924750683,TRUE,fy20,1.1650487890214984,5770486.652023482,630291.3948606306,79223.3176534619,100194.19585584887,179417.51350931075,3802719.247366171,547572.9308401042,6565.535363131569,825.2428922235614,1043.6895401650925,1868.9324323886538,4696.602930742915
1741520,Illinois,Calumet City SD 155,1090,14823000,1935000,92000,213000,305000,10772000,1728000,170,11382.35294117647,541.1764705882352,1252.9411764705883,1794.1176470588234,9588.235294117649,0.04754521963824289,0.11007751937984496,0.8423772609819121,10680000,1515000,12888000,0.8286778398510242,0.1175512104283054,0.05377094972067044,TRUE,fy20,1.1650487890214984,17269518.199665673,2254369.4067565994,107184.48858997786,248155.39206157916,355339.880651557,12549905.55533958,2013204.3074291493,13260.996510332938,630.4969917057521,1459.7376003622303,2090.2345920679822,11170.761918264956
1741550,Illinois,West Chicago ESD 33,3918,75187000,7732000,477000,1043000,1520000,45634000,4719000,668,11574.850299401198,714.0718562874251,1561.377245508982,2275.4491017964074,9299.401197604791,0.06169167097775478,0.13489394723228143,0.8034143817899638,45157000,3676000,67455000,0.6694388851827144,0.05449558965236083,0.2760655251649247,TRUE,fy20,1.1650487890214984,87596523.30015941,9008157.236714225,555728.2723632548,1215145.8869494228,1770874.1593126776,53165836.43820706,5497865.235392451,13485.265324422493,831.9285514419983,1819.0806690859622,2651.00922052796,10834.256103894533
1741580,Illinois,Frankfort CUSD 168,1642,24124000,2965000,144000,490000,634000,19384000,2247000,325,9123.076923076924,443.0769230769231,1507.6923076923076,1950.7692307692307,7172.307692307693,0.04856661045531197,0.16526138279932545,0.7861720067453626,19240000,1757000,21159000,0.9093057327851032,0.08303795075381634,0.00765631646108036,TRUE,fy20,1.1650487890214984,28105636.986354627,3454369.659448743,167767.02561909577,570873.9066205343,738640.93223963,22583305.726392727,2617864.6289313072,10628.829721380747,516.2062326741409,1756.5350972939516,2272.7413299680925,8356.088391412655
1741600,Illinois,West Lincoln-Broadwell ESD 92,225,3252000,258000,34000,59000,93000,1245000,121000,29,8896.551724137931,1172.4137931034484,2034.4827586206895,3206.896551724138,5689.6551724137935,0.13178294573643412,0.22868217054263565,0.6395348837209303,1211000,62000,2994000,0.4044756179024716,0.02070808283233132,0.5748162992651972,TRUE,fy20,1.1650487890214984,3788738.661897913,300582.5875675466,39611.65882673095,68737.8785522684,108349.53737899936,1450485.7423317656,140970.9034716013,10364.91681267402,1365.9192698872741,2370.271674216152,3736.1909441034263,6628.725868570595
1741690,Illinois,Indian Prairie CUSD 204,26906,409056000,50179000,3355000,6162000,9517000,141436000,14421000,3228,15544.919454770756,1039.3432465923172,1908.921933085502,2948.265179677819,12596.654275092937,0.06686063891269256,0.12280037465872178,0.8103389864285857,138081000,8259000,358877000,0.3847585663054473,0.02301345586370818,0.5922279778308446,TRUE,fy20,1.1650487890214984,476570197.4419781,58460983.18430977,3908738.687167127,7179030.6379504735,11087769.325117601,164779840.52404466,16801168.58647903,18110.5895862174,1210.8855908200517,2223.987186477842,3434.8727772978937,14675.716808919507
1741700,Illinois,West Northfield SD 31,870,19315000,1243000,31000,272000,303000,5142000,580000,113,11000,274.3362831858407,2407.079646017699,2681.4159292035397,8318.58407079646,0.0249396621078037,0.21882542236524535,0.7562349155269509,5111000,308000,18072000,0.2828131916777335,0.01704293935369632,0.7001438689685703,TRUE,fy20,1.1650487890214984,22502917.35995024,1448155.6447537225,36116.512459666454,316893.2706138476,353009.783073514,5990680.873148545,675728.2976324691,12815.536679236482,319.6151545103226,2804.3652266712174,3123.98038118154,9691.556298054942
1741750,Illinois,West Washington Co CUD 10,543,6859000,521000,6000,34000,40000,4959000,342000,98,5316.326530612245,61.224489795918366,346.9387755102041,408.16326530612247,4908.163265306122,0.01151631477927063,0.06525911708253358,0.9232245681381958,4953000,308000,6338000,0.7814768065635848,0.04859577153676239,0.16992742189965285,TRUE,fy20,1.1650487890214984,7991069.643898458,606990.4190802007,6990.292734128991,39611.65882673095,46601.95156085994,5777476.944757611,398446.6858453525,6193.77978653266,71.32951769519379,404.2006002727648,475.5301179679586,5718.249668564702
1741790,Illinois,Westchester SD 92-5,1116,16074000,1717000,258000,401000,659000,5299000,1023000,214,8023.3644859813085,1205.607476635514,1873.8317757009345,3079.4392523364486,4943.92523364486,0.15026208503203262,0.2335468841001747,0.6161910308677927,5041000,622000,14357000,0.3511179215713589,0.04332381416730514,0.605558264261336,TRUE,fy20,1.1650487890214984,18726994.234731566,2000388.7707499128,300582.5875675466,467184.56439762085,767767.1519651675,6173593.53302492,1191844.911168993,9347.61107827062,1404.59153068947,2183.105441110378,3587.696971799848,5759.914106470772
1741820,Illinois,Western Springs SD 101,1461,23115000,2613000,12000,362000,374000,6338000,616000,149,17536.912751677854,80.53691275167785,2429.530201342282,2510.06711409396,15026.845637583894,0.00459242250287026,0.1385380788365863,0.8568694986605434,6326000,254000,20502000,0.30855526290118035,0.01238903521607648,0.6790557018827432,TRUE,fy20,1.1650487890214984,26930102.758231938,3044272.4857131755,13980.585468257981,421747.66162578244,435728.24709404045,7384079.224818257,717670.054037243,20431.358964517956,93.82943267287236,2830.521218964983,2924.350651637855,17507.0083128801
1741980,Illinois,CUSD 201,1343,30879000,3611000,147000,427000,574000,8375000,989000,270,13374.074074074077,544.4444444444445,1581.4814814814815,2125.925925925926,11248.14814814815,0.04070894489061202,0.11824979230130156,0.8410412628080863,8228000,562000,27268000,0.30174563591022446,0.02061023910811207,0.6776441249816635,TRUE,fy20,1.1650487890214984,35975541.55619485,4206991.177156631,171262.17198616028,497475.8329121798,668738.0048983401,9757283.60805505,1152233.252342262,15581.448804283818,634.3043406894825,1842.5030848599251,2476.8074255494075,13104.64137873441
1742060,Illinois,Wethersfield CUSD 230,569,7508000,178000,0,132000,132000,4779000,684000,67,2656.716417910448,0,1970.1492537313432,1970.1492537313432,686.5671641791046,0,0.7415730337078652,0.2584269662921348,4779000,552000,7330000,0.6519781718963165,0.07530695770804911,0.2727148703956344,FALSE,fy20,1.1650487890214984,8747186.307973411,207378.68444582672,0,153786.4401508378,153786.4401508378,5567768.162733741,796893.371690705,3095.2042454601,0,2295.32000225131,2295.32000225131,799.8842432087899
1742180,Illinois,CUSD 200,12319,200671000,27130000,2393000,3340000,5733000,64029000,7870000,1965,13806.615776081426,1217.8117048346055,1699.7455470737914,2917.557251908397,10889.05852417303,0.08820493918171765,0.12311094729082196,0.7886841135274604,61636000,4530000,173541000,0.3551667905566984,0.02610334157346102,0.6187298678698405,TRUE,fy20,1.1650487890214984,233791505.54173312,31607773.646153253,2787961.7521284455,3891262.9553318047,6679224.707460251,74596908.91225752,9168933.969599193,16085.38099040878,1418.8100519737636,1980.286491263005,3399.096543236769,12686.284447172011
1742210,Illinois,Wheeling CCSD 21,6123,122481000,12705000,137000,1859000,1996000,41050000,8812000,793,16021.437578814628,172.76166456494326,2344.2622950819673,2517.0239596469105,13504.413619167715,0.01078315623770169,0.14632034632034632,0.842896497441952,40913000,6953000,109776000,0.372695306806588,0.06333807025214984,0.5639666229412622,TRUE,fy20,1.1650487890214984,142696340.72814214,14801944.864518138,159611.6840959453,2165825.6987909656,2325437.382886911,47825252.78933251,10266409.928857444,18665.75644958151,201.27576809072548,2731.1799480340046,2932.45571612473,15733.30073345678
1742240,Illinois,North Greene CUSD 3,821,10793000,1358000,13000,13000,26000,8251000,1334000,215,6316.279069767442,60.46511627906977,60.46511627906977,120.93023255813954,6195.3488372093025,0.00957290132547864,0.00957290132547864,0.9808541973490428,8238000,1321000,9435000,0.8731319554848966,0.14001059883412825,-0.01314255431902489,TRUE,fy20,1.1650487890214984,12574371.579909032,1582136.2554911948,15145.63425727948,15145.63425727948,30291.26851455896,9612817.558216384,1554175.084554679,7358.773281354394,70.44481049897432,70.44481049897432,140.88962099794864,7217.883660356446
1742300,Illinois,Whiteside SD 115,1285,13976000,1853000,121000,319000,440000,7379000,1229000,302,6135.761589403974,400.6622516556291,1056.291390728477,1456.953642384106,4678.807947019868,0.0652995143011333,0.17215326497571506,0.7625472207231516,7258000,910000,12123000,0.5986966922378949,0.07506392807060959,0.3262393796914955,TRUE,fy20,1.1650487890214984,16282721.875364462,2158835.4060568367,140970.9034716013,371650.563697858,512621.4671694593,8596895.014189636,1431844.9617074216,7148.461609459724,466.7910710980176,1230.6310056220464,1697.422076720064,5451.03953273966
1742310,Illinois,Sterling CUSD 5,3295,42636000,3811000,510000,132000,642000,27694000,2699000,646,5899.38080495356,789.4736842105264,204.3343653250774,993.8080495356036,4905.572755417957,0.1338231435318814,0.03463657832589871,0.8315402781422199,27184000,2567000,38825000,0.7001674179008371,0.06611719253058597,0.2337153895685769,TRUE,fy20,1.1650487890214984,49673020.16872061,4440000.934960931,594174.8824009642,153786.4401508378,747961.322551802,32264861.16316138,3144466.6815690245,6873.066462787819,919.7753597538144,238.0595048774579,1157.8348646312725,5715.231598156546
1742450,Illinois,Williamsfield CUSD 210,300,7181000,236000,0,0,0,1971000,112000,41,5756.09756097561,0,0,0,5756.09756097561,0,0,1,1971000,112000,6945000,0.2838012958963283,0.01612670986321094,0.7000719942404607,TRUE,fy20,1.1650487890214984,8366215.353963381,274951.5142090736,0,0,0,2296311.163161373,130485.46437040782,6706.134492904234,0,0,0,6706.134492904234
1742480,Illinois,Williamsville CUSD 15,1544,17339000,340000,17000,142000,159000,10386000,419000,206,1650.485436893204,82.52427184466019,689.3203883495146,771.8446601941747,878.6407766990293,0.05,0.4176470588235294,0.5323529411764705,10369000,277000,16999000,0.609977057473969,0.01629507618095182,0.3737278663450791,TRUE,fy20,1.1650487890214984,20200780.952843763,396116.5882673095,19805.829413365474,165436.92804105277,185242.75745441826,12100196.722777283,488155.44260000787,1922.896059550046,96.14480297750231,803.091883694431,899.2366866719333,1023.6593728781127
1742510,Illinois,Willow Grove SD 46,171,1867000,222000,0,23000,23000,1552000,297000,42,5285.714285714285,0,547.6190476190476,547.6190476190476,4738.095238095238,0,0.1036036036036036,0.8963963963963963,1552000,274000,1645000,0.9434650455927052,0.16656534954407295,-0.11003039513677812,TRUE,fy20,1.1650487890214984,2175146.0891031376,258640.83116277267,0,26796.122147494465,26796.122147494465,1808155.7205613656,346019.49033938505,6158.115027685063,0,638.0029082736777,638.0029082736777,5520.112119411386
1742570,Illinois,Willow Springs SD 108,354,5972000,590000,7000,51000,58000,3019000,309000,93,6344.086021505376,75.26881720430107,548.3870967741935,623.6559139784946,5720.430107526881,0.01186440677966101,0.08644067796610169,0.9016949152542372,3012000,258000,5382000,0.5596432552954292,0.04793756967670011,0.39241917502787066,TRUE,fy20,1.1650487890214984,6957671.368036388,687378.7855226841,8155.341523150489,59417.48824009642,67572.8297632469,3517282.294055904,360000.075807643,7391.169736803055,87.6918443349515,638.8977230117895,726.5895673467409,6664.580169456313
1742600,Illinois,Wilmette SD 39,3526,70816000,8859000,368000,1020000,1388000,18790000,1238000,543,16314.917127071823,677.7163904235728,1878.4530386740332,2556.169429097606,13758.747697974217,0.04153967716446551,0.11513714866237724,0.8433231741731573,18422000,218000,61957000,0.29733524864018596,0.00351856933034201,0.6991461820294721,TRUE,fy20,1.1650487890214984,82504095.04334643,10321167.221941454,428737.95435991144,1188349.7648019283,1617087.71916184,21891266.745713957,1442330.4008086151,19007.674441881132,789.5726599630045,2188.489437940936,2978.062097903941,16029.61234397719
1742630,Illinois,Wilmington CUSD 209U,1225,14149000,450000,120000,0,120000,4355000,2749000,255,1764.7058823529412,470.5882352941176,0,470.5882352941176,1294.1176470588236,0.26666666666666666,0,0.7333333333333334,4235000,2749000,13699000,0.3091466530403679,0.2006715818672896,0.49018176509234246,TRUE,fy20,1.1650487890214984,16484275.315865181,524271.9550596743,139805.8546825798,0,139805.8546825798,5073787.476188626,3202719.121020099,2055.968451214409,548.2582536571757,0,548.2582536571757,1507.7101975572332
