state_sped_rev_fy20,federal_sped_rev_fy20,state_fed_sped_rev_fy20,current_sped_exp_fy20,sped_enroll_fy20,state_sped_rev_fy23,federal_sped_rev_fy23,state_fed_sped_rev_fy23,current_sped_exp_fy23,sped_enroll_fy23,state_sped_pp_funding_fy20,federal_sped_pp_funding_fy20,state_fed_sped_pp_funding_fy20,total_sped_pp_expenditure_fy20,state_sped_pp_funding_fy23,federal_sped_pp_funding_fy23,state_fed_sped_pp_funding_fy23,total_sped_pp_expenditure_fy23,local_sped_pp_obligation_fy20,local_sped_pp_obligation_fy23,local_sped_pp_obligation_diff
9253509000,3827266000,13080775000,33004584000,2411496,11260987000,4455041000,15716028000,40641895000,2313280,3837.2483304969196,1587.0919960057988,5424.340326502718,13686.352372137462,4867.974045511136,1925.854630654309,6793.828676165444,17568.94755498686,8262.012045634743,10775.118878821413,2513.10683318667
