state,district,dist_id,sped_enroll_fy20,sped_enroll_fy21,sped_enroll_fy22,sped_enroll_fy23
CALIFORNIA,Goleta Union Elementary,0615510,340,281,346,420
CALIFORNIA,Gorman Joint,0615600,9,3,8,10
CALIFORNIA,Grant Elementary,0615690,33,32,34,37
CALIFORNIA,Grass Valley Elementary,0615780,244,227,198,215
CALIFORNIA,Gratton Elementary,0615810,9,-8,8,7
CALIFORNIA,Gravenstein Union Elementary,0615840,58,63,72,-8
CALIFORNIA,Graves Elementary,0615870,3,3,-8,3
CALIFORNIA,Green Point Elementary,0615990,4,4,-8,-8
CALIFORNIA,Greenfield Union,0616050,914,805,812,857
CALIFORNIA,Greenfield Union Elementary,0616080,420,390,411,447
CALIFORNIA,Grenada Elementary,0616110,8,12,-8,18
CALIFORNIA,Grossmont Union High,0616230,2991,3307,3498,3529
CALIFORNIA,Guadalupe Union Elementary,0616260,125,116,136,161
CALIFORNIA,Cucamonga Elementary,0616300,372,317,311,292
CALIFORNIA,Guerneville Elementary,0616320,33,33,-8,25
CALIFORNIA,Gustine Unified,0616323,255,246,256,241
CALIFORNIA,Hacienda la Puente Unified,0616325,2052,1980,1950,2004
CALIFORNIA,Hanford Elementary,0616470,612,583,586,610
CALIFORNIA,Hanford Joint Union High,0616500,429,449,428,432
CALIFORNIA,Happy Camp Union Elementary,0616530,18,-8,15,16
CALIFORNIA,Happy Valley Elementary,0616560,9,-8,-8,12
CALIFORNIA,Happy Valley Union Elementary,0616570,70,61,-8,55
CALIFORNIA,Harmony Union Elementary,0616620,27,-8,-8,-8
CALIFORNIA,Hart-Ransom Union Elementary,0616650,84,-8,-8,-8
CALIFORNIA,Hawthorne,0616680,859,698,634,626
CALIFORNIA,Hayward Unified,0616740,2386,2244,2289,2331
CALIFORNIA,Heber Elementary,0616830,154,126,128,120
CALIFORNIA,Helendale Elementary,0616860,98,123,105,115
CALIFORNIA,Hemet Unified,0616920,3269,3044,3227,3337
CALIFORNIA,Hermosa Beach City Elementary,0617040,142,114,129,117
CALIFORNIA,Hickman Community Charter,0617160,110,99,117,-8
CALIFORNIA,Hillsborough City Elementary,0617190,167,161,152,155
CALIFORNIA,Hilmar Unified,0617220,234,222,217,208
CALIFORNIA,Hollister,0617340,832,776,786,790
CALIFORNIA,Holtville Unified,0617430,151,160,160,158
CALIFORNIA,Hope Elementary,0617490,96,73,101,113
CALIFORNIA,Hope Elementary,0617520,10,10,9,10
CALIFORNIA,Horicon Elementary,0617580,14,-8,-8,-8
CALIFORNIA,Hornbrook Elementary,0617620,3,-8,-8,-8
CALIFORNIA,Hot Springs Elementary,0617640,3,-8,NA,-8
CALIFORNIA,Howell Mountain Elementary,0617760,21,-8,-8,13
CALIFORNIA,Hueneme Elementary,0617850,989,845,845,961
CALIFORNIA,Hughes-Elizabeth Lakes Union Elementary,0617880,21,-8,-8,21
CALIFORNIA,Huntington Beach City Elementary,0618030,724,647,616,589
CALIFORNIA,Huntington Beach Union High,0618060,1590,1714,1722,1711
CALIFORNIA,Hydesville Elementary,0618120,17,-8,22,-8
CALIFORNIA,Igo Ono Platina Union Elementary,0618160,6,6,7,3
CALIFORNIA,Imperial Unified,0618210,466,533,564,639
CALIFORNIA,Indian Diggings Elementary,0618240,6,-8,4,-8
CALIFORNIA,Indian Springs Elementary,0618270,3,-8,-8,NA
CALIFORNIA,Inglewood Unified,0618390,1389,1251,1142,1097
CALIFORNIA,Island Union Elementary,0618510,30,-8,-8,-8
CALIFORNIA,Jacoby Creek Elementary,0618660,43,47,-8,80
CALIFORNIA,Jamestown Elementary,0618690,75,64,69,64
CALIFORNIA,Jamul-Dulzura Union Elementary,0618730,86,88,74,85
CALIFORNIA,Janesville Union Elementary,0618780,24,28,40,-8
CALIFORNIA,Jefferson Elementary,0618810,NA,-8,-8,-8
CALIFORNIA,Jefferson Elementary,0618840,225,214,224,275
CALIFORNIA,Jefferson Elementary,0618870,633,564,544,562
CALIFORNIA,Jefferson Union High,0618930,395,474,476,465
CALIFORNIA,John Swett Unified,0618990,220,221,225,230
CALIFORNIA,Johnstonville Elementary,0619050,14,-8,12,-8
CALIFORNIA,Julian Union High,0619110,25,24,20,20
CALIFORNIA,Julian Union Elementary,0619140,60,50,62,65
CALIFORNIA,Junction City Elementary,0619170,6,-8,6,5
CALIFORNIA,Junction Elementary,0619200,34,-8,30,48
CALIFORNIA,Junction Elementary,0619230,5,4,3,-8
CALIFORNIA,Jurupa Unified,0619260,2357,2323,2338,2347
CALIFORNIA,Kelseyville Unified,0619320,178,196,221,212
CALIFORNIA,Kentfield Elementary,0619380,146,127,121,124
CALIFORNIA,Kenwood,0619410,18,-8,-8,-8
CALIFORNIA,Keppel Union Elementary,0619440,397,384,378,374
CALIFORNIA,Kerman Unified,0619490,587,546,567,567
CALIFORNIA,Kern High,0619540,4892,5078,5355,5358
CALIFORNIA,Kernville Union Elementary,0619590,113,113,118,-8
CALIFORNIA,Keyes Union,0619620,133,134,142,140
CALIFORNIA,South Monterey County Joint Union High,0619650,342,350,333,318
CALIFORNIA,King City Union,0619680,500,453,439,464
CALIFORNIA,Kings Canyon Joint Unified,0619700,813,754,857,917
CALIFORNIA,Kings River Union Elementary,0619740,22,20,-8,32
CALIFORNIA,Kings River-Hardwick Union Elementary,0619770,55,59,56,-8
CALIFORNIA,Kingsburg Elementary Charter,0619800,208,183,223,227
CALIFORNIA,Kingsburg Joint Union High,0619830,99,102,94,89
CALIFORNIA,Kirkwood Elementary,0619860,6,-8,-8,21
CALIFORNIA,Kit Carson Union Elementary,0619890,47,-8,50,-8
CALIFORNIA,Klamath River Union Elementary,0619920,5,4,-8,-8
CALIFORNIA,Klamath-Trinity Joint Unified,0619950,182,192,185,172
