state,district,dist_id,sped_enroll_fy20,sped_enroll_fy21,sped_enroll_fy22,sped_enroll_fy23
MAINE,Penobscot Public Schools,2309630,16,15,18,28
MAINE,Perry Public Schools,2309650,18,15,16,15
MAINE,Pleasant Ridge Plt School Dept,2309810,3,-8,-8,-8
MAINE,Portland Public Schools,2309930,1079,1109,1133,-8
MAINE,Princeton Public Schools,2309990,33,31,39,34
MAINE,Reed Plt Public Schools,2310140,NA,-8,-8,-8
MAINE,Robbinston Public Schools,2310190,NA,21,20,14
MAINE,Roque Bluffs Public Schools,2310320,NA,8,4,-8
MAINE,Saco Public Schools,2310380,445,-8,470,500
MAINE,Sanford Public Schools,2310500,699,689,676,700
MAINE,Scarborough Public Schools,2310530,425,-8,429,456
MAINE,MSAD 10,2310560,3,3,6,6
MAINE,RSU 11/MSAD 11,2310590,362,-8,376,-8
MAINE,RSU 82/MSAD 12,2310620,23,19,24,39
MAINE,RSU 83/MSAD 13,2310650,21,23,30,40
MAINE,RSU 84/MSAD 14,2310680,37,32,28,-8
MAINE,RSU 15/MSAD 15,2310710,356,-8,328,-8
MAINE,RSU 17/MSAD 17,2310770,623,612,621,614
MAINE,RSU 85/MSAD 19,2310830,13,11,22,22
MAINE,RSU 79/MSAD 01,2310860,309,291,281,271
MAINE,RSU 86/MSAD 20,2310890,108,101,108,117
MAINE,RSU 87/MSAD 23,2310980,144,131,134,146
MAINE,RSU 88/MSAD 24,2311010,50,49,49,49
MAINE,MSAD 27,2311100,138,-8,123,120
MAINE,RSU 28/MSAD 28,2311130,119,123,122,127
MAINE,RSU 29/MSAD 29,2311160,252,-8,216,-8
MAINE,RSU 30/MSAD 30,2311220,57,63,53,52
MAINE,RSU 31/MSAD 31,2311250,98,89,93,82
MAINE,RSU 32/MSAD 32,2311280,52,57,53,47
MAINE,RSU 33/MSAD 33,2311310,27,-8,25,27
MAINE,RSU 35/MSAD 35,2311370,278,-8,282,285
MAINE,RSU 37/MSAD 37,2311430,137,134,151,165
MAINE,RSU 03/MSAD 03,2311520,248,222,194,187
MAINE,RSU 40/MSAD 40,2311550,429,389,408,388
MAINE,RSU 41/MSAD 41,2311580,128,150,156,140
MAINE,RSU 42/MSAD 42,2311610,88,-8,83,72
MAINE,RSU 44/MSAD 44,2311670,70,-8,60,82
MAINE,RSU 45/MSAD 45,2311700,62,65,59,53
MAINE,RSU 80/MSAD 04,2311730,96,83,90,94
MAINE,RSU 06/MSAD 06,2311790,671,656,609,607
MAINE,RSU 07/MSAD 07,2311820,6,5,12,14
MAINE,RSU 08/MSAD 08,2311850,49,48,46,41
MAINE,MSAD 76,2311910,8,9,7,7
MAINE,Education in Unorganized Terr,2312100,156,-8,148,-8
MAINE,Sedgwick Public Schools,2312140,27,23,24,31
MAINE,Shirley Public Schools,2312180,3,5,5,4
MAINE,South Bristol Public Schools,2312300,9,12,13,14
MAINE,South Portland Public Schools,2312330,554,-8,558,631
MAINE,Southport Public Schools,2312360,7,10,12,8
MAINE,Southwest Harbor Public Schools,2312390,45,37,34,23
MAINE,Surry Public Schools,2312750,34,33,40,47
MAINE,Talmadge Public Schools,2312810,3,3,-8,NA
MAINE,Tremont Public Schools,2312960,27,26,32,31
MAINE,Trenton Public Schools,2312980,43,46,52,52
MAINE,Upton Public Schools,2313070,3,0,0,NA
MAINE,Vanceboro Public Schools,2313080,NA,-8,-8,-8
MAINE,Vassalboro Public Schools,2313110,114,113,123,-8
MAINE,Veazie Public Schools,2313140,43,45,46,54
MAINE,Waite Public Schools,2313200,3,-8,3,-8
MAINE,Waterville Public Schools,2313350,445,-8,436,-8
MAINE,Wells-Ogunquit CSD,2313490,161,-8,145,-8
MAINE,Wesley Public Schools,2313500,NA,-8,-8,-8
MAINE,West Bath Public Schools,2313530,42,43,43,43
MAINE,Westbrook Public Schools,2313560,493,-8,554,-8
MAINE,Westmanland Public Schools,2313590,3,0,0,-8
MAINE,Whitneyville Public Schools,2313710,NA,5,4,5
MAINE,Willimantic Public Schools,2313740,NA,5,5,6
MAINE,Winslow Schools,2313860,208,202,247,266
MAINE,Winthrop Public Schools,2313970,99,100,109,-8
MAINE,Wiscasset Public Schools,2313980,114,102,80,-8
MAINE,Woodland Public Schools,2314010,33,23,22,24
MAINE,Woodville Public Schools,2314040,8,7,5,5
MAINE,Yarmouth Schools,2314100,155,166,174,-8
MAINE,York Public Schools,2314130,198,-8,227,237
MAINE,RSU 52/MSAD 52,2314160,363,-8,347,376
MAINE,RSU 55/MSAD 55,2314190,194,199,212,222
MAINE,RSU 61/MSAD 61,2314210,319,-8,319,-8
MAINE,RSU 51/MSAD 51,2314240,275,281,256,270
MAINE,RSU 58/MSAD 58,2314300,115,99,131,137
MAINE,RSU 49/MSAD 49,2314330,437,-8,369,-8
MAINE,RSU 65/MSAD 65,2314410,3,NA,0,NA
MAINE,RSU 64/MSAD 64,2314440,158,158,170,183
MAINE,RSU 63/MSAD 63,2314470,143,146,143,135
MAINE,MSAD 46,2314530,194,183,185,-8
MAINE,RSU 59/MSAD 59,2314560,106,-8,100,117
MAINE,RSU 54/MSAD 54,2314590,509,490,501,523
MAINE,RSU 53/MSAD 53,2314610,148,-8,133,129
MAINE,RSU 57/MSAD 57,2314670,528,510,527,-8
MAINE,RSU 60/MSAD 60,2314700,510,-8,536,478
MAINE,RSU 68/MSAD 68,2314761,126,111,132,143
MAINE,RSU 70/MSAD 70,2314762,74,61,62,-8
MAINE,RSU 72/MSAD 72,2314765,219,-8,209,195
MAINE,RSU 74/MSAD 74,2314767,111,-8,101,119
MAINE,RSU 75/MSAD 75,2314768,521,530,539,544
MAINE,Chebeague Island Public Schools,2314771,4,4,3,4
MAINE,RSU 01 - LKRSU,2314772,368,-8,358,365
MAINE,RSU 21,2314773,460,452,465,470
MAINE,RSU 16,2314775,302,303,307,-8
MAINE,RSU 02,2314776,309,338,361,380
MAINE,RSU 67,2314777,105,114,131,130
MAINE,RSU 26,2314778,157,151,148,-8
MAINE,RSU 18,2314779,539,-8,507,489
MAINE,RSU 12,2314780,319,-8,287,303
MAINE,RSU 34,2314782,275,-8,307,-8
MAINE,RSU 04,2314783,264,-8,245,-8
MAINE,RSU 23,2314784,140,139,139,150
MAINE,RSU 19,2314785,338,-8,350,362
MAINE,RSU 13,2314787,365,341,322,356
MAINE,RSU 38,2314788,143,144,147,-8
MAINE,RSU 05,2314789,276,262,253,-8
MAINE,RSU 24,2314790,141,124,127,125
MAINE,RSU 20,2314791,128,106,125,136
MAINE,RSU 14,2314793,539,517,471,-8
MAINE,RSU 39,2314794,157,153,167,-8
MAINE,RSU 10,2314795,489,476,488,-8
MAINE,RSU 25,2314796,226,-8,228,-8
MAINE,RSU 78,2314803,26,23,25,-8
MAINE,RSU 73,2314805,258,293,307,-8
MAINE,RSU 50,2314806,69,73,72,-8
MAINE,Cornville Regional Charter School,2314807,69,71,83,91
MAINE,Maine Academy of Natural Sciences,2314808,77,67,68,50
MAINE,RSU 09,2314809,428,413,407,383
MAINE,Portage Lake Public Schools,2314810,4,3,3,4
MAINE,Brighton Plt School Department,2314811,3,-8,-8,-8
MAINE,Baxter Academy for Technology and Science,2314812,66,65,69,75
MAINE,Fiddlehead School of Arts and Sciences,2314813,30,36,46,53
MAINE,Cherryfield Public Schools,2314814,13,-8,22,25
MAINE,RSU 22,2314815,426,429,416,427
MAINE,Harpswell Coastal Academy,2314816,63,49,54,48
MAINE,Athens Public Schools,2314817,24,26,22,25
MAINE,Eustis Public Schools,2314818,7,5,12,10
MAINE,Maine Connections Academy,2314819,71,74,84,92
MAINE,St George Public Schools,2314820,46,46,47,-8
MAINE,Maine Virtual Academy,2314821,60,68,75,86
MAINE,RSU 71,2314822,326,322,339,313
MAINE,Andover Public Schools,2314823,14,13,17,17
MAINE,Northport Public Schools,2314824,28,28,23,22
MAINE,Winterville Plt Public Schools,2314825,5,6,7,9
MAINE,Acadia Academy,2314831,46,-8,54,40
MAINE,Maine Arts Academy,2314832,30,30,22,30
MAINE,RSU 56,2314833,151,135,137,133
MAINE,Burlington Public Schools,2314834,12,14,13,13
MAINE,Byron Public Schools,2314835,3,-8,-8,-8
MAINE,Moro Plantation Public Schools,2314836,3,-8,-8,NA
MAINE,Sebago Public Schools,2314837,30,35,43,-8
MAINE,RSU 89,2314838,41,37,42,-8
MAINE,Eagle Lake Public Schools,2314839,20,20,17,17
MAINE,Maine Ocean School,2314840,3,-8,-8,NA
MAINE,Limestone Public Schools,2314842,38,-8,43,47
MARYLAND,SEED School of Maryland,2400027,56,61,58,37
MARYLAND,Allegany County Public Schools,2400030,1357,1124,1073,1087
MARYLAND,Anne Arundel County Public Schools,2400060,9590,8383,8623,9148
MARYLAND,Baltimore City Public Schools,2400090,12512,11231,10784,10311
MARYLAND,Baltimore County Public Schools,2400120,16283,14496,14001,15185
MARYLAND,Calvert County Public Schools,2400150,1695,1424,1466,1486
MARYLAND,Caroline County Public Schools,2400180,620,535,519,487
MARYLAND,Carroll County Public Schools,2400210,3139,2803,2920,3030
MARYLAND,Cecil County Public Schools,2400240,2497,2219,2207,2320
MARYLAND,Charles County Public Schools,2400270,3114,2566,2621,2848
MARYLAND,Dorchester County Public Schools,2400300,482,424,410,370
MARYLAND,Frederick County Public Schools,2400330,5090,4331,4729,5023
MARYLAND,Garrett County Public Schools,2400360,353,307,270,286
MARYLAND,Harford County Public Schools,2400390,5143,4567,4878,5235
MARYLAND,Howard County Public Schools,2400420,5901,5422,5369,5787
MARYLAND,Kent County Public Schools,2400450,298,264,251,230
MARYLAND,Montgomery County Public Schools,2400480,20511,18532,18735,19499
MARYLAND,Prince George's County Public Schools,2400510,15433,13753,13016,12997
MARYLAND,Queen Anne's County Public Schools,2400540,857,702,729,751
MARYLAND,Somerset County Public Schools,2400570,442,389,388,397
MARYLAND,St. Mary's County Public Schools,2400600,1973,1771,1824,1883
MARYLAND,Talbot County Public Schools,2400630,505,423,445,470
MARYLAND,Washingtion County Public Schools,2400660,2508,2234,2300,2354
MARYLAND,Wicomico County Public Schools,2400690,1721,1532,1479,1442
MARYLAND,Worcester County Public Schools,2400720,775,685,674,661
MASSACHUSETTS,Quabbin,2500001,433,372,429,455
MASSACHUSETTS,Spencer-E Brookfield,2500002,322,303,260,288
MASSACHUSETTS,Southwick-Tolland-Granville Regional School District,2500013,253,223,211,227
MASSACHUSETTS,Chesterfield-Goshen,2500014,28,-8,20,19
MASSACHUSETTS,Academy Of the Pacific Rim Charter Public (District),2500021,133,138,133,115
MASSACHUSETTS,Benjamin Banneker Charter Public (District),2500022,50,-8,41,-8
MASSACHUSETTS,Cape Cod Lighthouse Charter (District),2500024,45,44,47,49
MASSACHUSETTS,Innovation Academy Charter (District),2500025,110,166,183,186
MASSACHUSETTS,City on a Hill Charter Public School Circuit Street (Distric,2500026,47,65,56,35
MASSACHUSETTS,Community Day Charter Public School - Prospect (District),2500027,51,-8,47,151
MASSACHUSETTS,Sabis International Charter (District),2500028,214,238,234,260
MASSACHUSETTS,Neighborhood House Charter (District),2500029,108,162,-8,187
MASSACHUSETTS,Benjamin Franklin Classical Charter Public (District),2500030,87,93,117,150
MASSACHUSETTS,Hilltown Cooperative Charter Public (District),2500031,45,33,31,37
MASSACHUSETTS,Lawrence Family Development Charter (District),2500032,63,64,-8,60
MASSACHUSETTS,Lowell Middlesex Academy Charter (District),2500033,24,30,22,30
MASSACHUSETTS,Marblehead Community Charter Public (District),2500034,50,50,63,63
MASSACHUSETTS,Martha's Vineyard Charter (District),2500035,50,45,44,45
MASSACHUSETTS,Ma Academy for Math and Science,2500036,3,0,0,0
MASSACHUSETTS,Francis W. Parker Charter Essential (District),2500038,58,64,57,70
MASSACHUSETTS,Boston Renaissance Charter Public (District),2500039,108,97,-8,78
MASSACHUSETTS,South Shore Charter Public (District),2500040,191,193,211,211
MASSACHUSETTS,Atlantis Charter (District),2500041,177,174,153,194
MASSACHUSETTS,Up-Island Regional,2500043,82,71,69,78
MASSACHUSETTS,Pioneer Valley Performing Arts Charter Public (District),2500044,77,84,88,87
MASSACHUSETTS,Seven Hills Charter Public (District),2500045,92,92,91,-8
MASSACHUSETTS,Prospect Hill Academy Charter (District),2500046,170,157,-8,-8
MASSACHUSETTS,Boston Day and Evening Academy Charter (District),2500049,150,135,136,122
MASSACHUSETTS,Abby Kelley Foster Charter Public (District),2500051,175,-8,-8,-8
MASSACHUSETTS,Foxborough Regional Charter (District),2500052,156,174,164,146
MASSACHUSETTS,Boston Collegiate Charter (District),2500053,109,115,135,137
MASSACHUSETTS,Edward M. Kennedy Academy for Health Careers (Horace Mann Ch,2500054,74,78,89,85
MASSACHUSETTS,Mystic Valley Regional Charter (District),2500055,193,186,169,163
MASSACHUSETTS,Rising Tide Charter Public (District),2500057,112,132,143,152
MASSACHUSETTS,Sturgis Charter Public (District),2500058,118,117,136,124
MASSACHUSETTS,Conservatory Lab Charter (District),2500060,59,58,58,79
MASSACHUSETTS,River Valley Charter (District),2500062,45,46,40,51
MASSACHUSETTS,Roxbury Preparatory Charter (District),2500063,259,237,248,239
MASSACHUSETTS,Lowell Community Charter Public (District),2500065,133,-8,-8,-8
MASSACHUSETTS,MATCH Charter Public School (District),2500066,277,266,263,242
MASSACHUSETTS,Manchester Essex Regional,2500067,238,224,225,218
MASSACHUSETTS,Christa McAuliffe Charter Public (District),2500068,81,77,70,64
MASSACHUSETTS,Codman Academy Charter Public (District),2500070,74,86,-8,73
MASSACHUSETTS,Brooke Charter School (District),2500071,204,229,262,297
MASSACHUSETTS,Sizer School: A North Central Charter Essential (District),2500073,64,99,99,94
MASSACHUSETTS,Excel Academy Charter (District),2500075,271,261,268,240
MASSACHUSETTS,Four Rivers Charter Public (District),2500076,28,31,32,33
MASSACHUSETTS,Helen Y. Davis Leadership Academy Charter Public (District),2500077,45,32,22,26
MASSACHUSETTS,Berkshire Arts and Technology Charter Public (District),2500079,77,75,74,64
MASSACHUSETTS,Boston Preparatory Charter Public (District),2500080,124,136,143,148
MASSACHUSETTS,KIPP Academy Lynn Charter (District),2500082,194,185,186,170
MASSACHUSETTS,Hill View Montessori Charter Public (District),2500083,44,58,60,62
MASSACHUSETTS,Salem Academy Charter (District),2500084,80,87,86,87
MASSACHUSETTS,Advanced Math and Science Academy Charter (District),2500085,61,56,41,66
MASSACHUSETTS,Community Charter School of Cambridge (District),2500086,42,44,49,47
MASSACHUSETTS,Holyoke Community Charter (District),2500087,134,140,128,138
MASSACHUSETTS,Martin Luther King Jr. Charter School of Excellence (Distric,2500089,57,45,49,49
MASSACHUSETTS,Phoenix Charter Academy (District),2500090,25,25,20,18
MASSACHUSETTS,Pioneer Valley Chinese Immersion Charter (District),2500517,51,60,-8,68
MASSACHUSETTS,Pioneer Charter School of Science (District),2500518,78,71,64,69
MASSACHUSETTS,Global Learning Charter Public (District),2500519,65,62,59,69
MASSACHUSETTS,Hampden Charter School of Science East (District),2500522,58,73,60,58
MASSACHUSETTS,Alma del Mar Charter School (District),2500525,115,138,156,167
MASSACHUSETTS,Boston Green Academy Horace Mann Charter School (District),2500526,159,169,166,150
MASSACHUSETTS,Bridge Boston Charter School (District),2500527,79,-8,-8,70
MASSACHUSETTS,UP Academy Charter School of Boston (District),2500533,99,96,95,68
MASSACHUSETTS,Community Day Charter Public School - R. Kingman Webster (Di,2500535,38,-8,44,NA
MASSACHUSETTS,Veritas Preparatory Charter School (District),2500536,67,84,74,114
MASSACHUSETTS,KIPP Academy Boston Charter School (District),2500537,117,99,117,113
MASSACHUSETTS,Community Day Charter Public School - Gateway (District),2500538,43,-8,-8,NA
MASSACHUSETTS,Somerset Berkley Regional School District,2500541,169,184,173,172
MASSACHUSETTS,Ayer Shirley School District,2500542,357,330,318,301
MASSACHUSETTS,Dudley Street Neighborhood Charter School (District),2500543,36,36,37,46
MASSACHUSETTS,Monomoy Regional School District,2500544,319,278,298,309
MASSACHUSETTS,Collegiate Charter School of Lowell (District),2500545,69,59,70,79
MASSACHUSETTS,Pioneer Charter School of Science II (PCSS-II) (District),2500546,51,48,46,52
MASSACHUSETTS,Paulo Freire Social Justice Charter School (District),2500547,66,68,50,59
MASSACHUSETTS,City on a Hill Charter Public School Dudley Square (District,2500548,50,NA,NA,NA
MASSACHUSETTS,UP Academy Charter School of Dorchester (District),2500549,113,-8,86,64
MASSACHUSETTS,Baystate Academy Charter Public School (District),2500550,92,97,90,89
MASSACHUSETTS,Greenfield Commonwealth Virtual District,2500551,103,198,233,260
MASSACHUSETTS,Argosy Collegiate Charter School (District),2500552,94,115,146,134
MASSACHUSETTS,City on a Hill Charter Public School New Bedford (District),2500553,48,NA,NA,NA
MASSACHUSETTS,Essex North Shore Agricultural and Technical School District,2500554,247,282,293,311
MASSACHUSETTS,Phoenix Academy Public Charter High School Springfield (Dist,2500555,51,59,43,40
MASSACHUSETTS,TEC Connections Academy Commonwealth Virtual School District,2500556,407,449,552,544
MASSACHUSETTS,Springfield Preparatory Charter School (District),2500557,58,73,85,90
MASSACHUSETTS,Bentley Academy Charter School (District),2500558,47,NA,NA,NA
MASSACHUSETTS,New Heights Charter School of Brockton (District),2500559,44,69,69,83
MASSACHUSETTS,Libertas Academy Charter School (District),2500586,52,52,75,126
MASSACHUSETTS,Old Sturbridge Academy Charter Public School (District),2500587,46,56,63,60
MASSACHUSETTS,Hampden Charter School of Science West (District),2500588,45,53,65,59
MASSACHUSETTS,Map Academy Charter School (District),2500589,79,98,119,132
MASSACHUSETTS,Phoenix Academy Public Charter High School Lawrence (Distric,2500590,32,37,38,31
MASSACHUSETTS,Abington,2501650,351,314,358,358
MASSACHUSETTS,Acton-Boxborough,2501710,881,763,730,751
MASSACHUSETTS,Acushnet,2501740,149,121,121,138
MASSACHUSETTS,Hoosac Valley Regional,2501780,268,232,234,238
MASSACHUSETTS,Agawam,2501800,623,569,570,593
MASSACHUSETTS,Amesbury,2501860,499,428,430,405
MASSACHUSETTS,Amherst,2501890,236,188,215,215
MASSACHUSETTS,Amherst-Pelham,2501920,294,291,283,302
MASSACHUSETTS,Andover,2501950,1256,1127,1082,1035
MASSACHUSETTS,Arlington,2501980,1004,892,937,980
MASSACHUSETTS,Ashburnham-Westminster,2502040,451,418,418,369
MASSACHUSETTS,Ashland,2502100,518,463,515,533
MASSACHUSETTS,Assabet Valley Regional Vocational Technical,2502110,308,287,288,272
MASSACHUSETTS,Athol-Royalston,2502160,386,334,371,380
MASSACHUSETTS,Attleboro,2502190,1039,962,986,1024
MASSACHUSETTS,Auburn,2502220,275,248,288,303
MASSACHUSETTS,Avon,2502250,128,130,140,139
MASSACHUSETTS,Barnstable,2502310,878,797,798,795
MASSACHUSETTS,Bedford,2502400,487,439,454,458
MASSACHUSETTS,Belchertown,2502430,434,421,411,428
MASSACHUSETTS,Bellingham,2502460,453,403,373,400
MASSACHUSETTS,Belmont,2502490,525,513,576,617
MASSACHUSETTS,Berkley,2502520,141,121,138,140
MASSACHUSETTS,Berkshire Hills,2502530,239,217,207,212
MASSACHUSETTS,Berlin-Boylston,2502580,179,160,168,172
MASSACHUSETTS,Beverly,2502640,942,872,874,913
MASSACHUSETTS,Billerica,2502670,970,871,975,1056
MASSACHUSETTS,Blackstone Valley Regional Vocational Technical,2502710,130,130,136,154
MASSACHUSETTS,Blackstone-Millville,2502715,300,263,258,230
MASSACHUSETTS,Blue Hills Regional Vocational Technical,2502740,218,239,242,247
MASSACHUSETTS,Boston,2502790,11173,10055,9820,9546
MASSACHUSETTS,Bourne,2502820,336,299,296,310
MASSACHUSETTS,Boxford,2502880,127,123,148,151
MASSACHUSETTS,Braintree,2502940,1213,1083,1098,1128
MASSACHUSETTS,Brewster,2502970,93,70,75,77
MASSACHUSETTS,Bridgewater-Raynham,2503030,917,825,880,994
MASSACHUSETTS,Brimfield,2503060,52,-8,-8,32
MASSACHUSETTS,Bristol County Agricultural,2503070,59,66,74,86
MASSACHUSETTS,Bristol-Plymouth Regional Vocational Technical,2503080,244,226,235,199
MASSACHUSETTS,Brockton,2503090,2698,2469,2458,2535
MASSACHUSETTS,Brookfield,2503120,42,28,33,28
MASSACHUSETTS,Brookline,2503150,1320,1184,1198,1229
MASSACHUSETTS,Burlington,2503240,516,470,507,531
MASSACHUSETTS,Cambridge,2503270,1641,1514,1478,1458
MASSACHUSETTS,Canton,2503300,358,400,453,497
MASSACHUSETTS,Cape Cod Regional Vocational Technical,2503310,174,166,166,148
MASSACHUSETTS,Carlisle,2503330,112,-8,-8,81
MASSACHUSETTS,Carver,2503360,327,289,286,284
MASSACHUSETTS,Central Berkshire,2503390,236,224,243,255
MASSACHUSETTS,Chelmsford,2503510,838,759,782,844
MASSACHUSETTS,Chelsea,2503540,993,957,947,1030
MASSACHUSETTS,Chicopee,2503660,1381,1215,1216,1169
MASSACHUSETTS,Clarksburg,2503720,38,35,-8,-8
MASSACHUSETTS,Clinton,2503750,404,396,396,384
MASSACHUSETTS,Cohasset,2503780,200,185,186,216
MASSACHUSETTS,Concord,2503840,381,338,312,334
MASSACHUSETTS,Concord-Carlisle,2503870,252,241,247,249
MASSACHUSETTS,Conway,2503900,27,-8,20,25
MASSACHUSETTS,Danvers,2503990,643,575,607,608
MASSACHUSETTS,Dartmouth,2504020,611,576,612,634
MASSACHUSETTS,Dedham,2504050,627,562,557,522
MASSACHUSETTS,Deerfield,2504080,85,67,52,65
MASSACHUSETTS,Dennis-Yarmouth,2504140,572,463,484,462
MASSACHUSETTS,Dighton-Rehoboth,2504200,433,400,452,475
MASSACHUSETTS,Douglas,2504230,241,215,209,221
MASSACHUSETTS,Dover,2504260,72,63,63,73
MASSACHUSETTS,Dover-Sherborn,2504290,213,212,217,215
MASSACHUSETTS,Dracut,2504320,575,576,549,587
MASSACHUSETTS,Dudley-Charlton Reg,2504360,607,540,579,583
MASSACHUSETTS,Duxbury,2504410,440,404,360,316
MASSACHUSETTS,East Bridgewater,2504440,409,351,367,364
MASSACHUSETTS,East Longmeadow,2504500,507,445,474,507
MASSACHUSETTS,Eastham,2504530,34,25,22,-8
MASSACHUSETTS,Nauset,2504560,263,256,276,254
MASSACHUSETTS,Easthampton,2504590,312,267,311,329
MASSACHUSETTS,Easton,2504620,667,638,640,632
MASSACHUSETTS,Oak Bluffs,2504650,105,90,90,94
MASSACHUSETTS,Erving,2504710,27,17,23,21
MASSACHUSETTS,Everett,2504770,1112,1195,1166,1098
MASSACHUSETTS,Fairhaven,2504800,367,311,292,320
MASSACHUSETTS,Fall River,2504830,2446,2247,2354,2220
MASSACHUSETTS,Falmouth,2504860,598,559,584,605
MASSACHUSETTS,Fitchburg,2504890,1319,1211,1225,1217
MASSACHUSETTS,Florida,2504920,19,18,-8,17
MASSACHUSETTS,Foxborough,2504950,536,478,487,454
MASSACHUSETTS,Framingham,2504980,2100,1849,1833,1959
MASSACHUSETTS,Franklin,2505010,970,866,863,874
MASSACHUSETTS,Franklin County Regional Vocational Technical,2505020,163,169,148,131
MASSACHUSETTS,Freetown-Lakeville,2505070,495,424,455,471
MASSACHUSETTS,Frontier,2505100,133,116,119,125
MASSACHUSETTS,Gardner,2505130,524,474,439,494
MASSACHUSETTS,Gateway,2505160,171,148,163,173
MASSACHUSETTS,Georgetown,2505220,238,208,235,211
MASSACHUSETTS,Gill-Montague,2505270,215,199,218,243
MASSACHUSETTS,Gloucester,2505280,762,698,694,693
MASSACHUSETTS,Gosnold,2505340,3,0,0,0
MASSACHUSETTS,Grafton,2505370,663,553,566,538
MASSACHUSETTS,Granby,2505400,144,130,134,144
MASSACHUSETTS,Greater Lawrence Regional Vocational Technical,2505470,285,268,239,204
MASSACHUSETTS,Greater Lowell Regional Vocational Technical,2505480,422,398,381,378
MASSACHUSETTS,Greater Fall River Regional Vocational Technical,2505485,152,159,146,140
MASSACHUSETTS,Greenfield,2505490,337,290,320,292
MASSACHUSETTS,Groton-Dunstable,2505500,399,362,364,372
MASSACHUSETTS,Hadley,2505580,87,66,75,80
MASSACHUSETTS,Halifax,2505610,105,106,-8,-8
MASSACHUSETTS,Hamilton-Wenham,2505670,357,315,325,329
MASSACHUSETTS,Hampden-Wilbraham,2505730,452,424,453,467
MASSACHUSETTS,Hampshire,2505740,180,161,158,170
MASSACHUSETTS,Hancock,2505760,10,15,-8,-8
MASSACHUSETTS,Hanover,2505790,499,470,504,537
MASSACHUSETTS,Harvard,2505880,119,108,112,102
MASSACHUSETTS,Hatfield,2505940,90,81,101,86
MASSACHUSETTS,Haverhill,2505970,1915,1739,1704,1736
MASSACHUSETTS,Hawlemont,2506000,41,-8,32,19
MASSACHUSETTS,Hingham,2506090,615,511,571,590
MASSACHUSETTS,Holbrook,2506150,273,235,249,256
MASSACHUSETTS,Holland,2506210,32,22,-8,-8
MASSACHUSETTS,Holliston,2506240,486,449,452,477
MASSACHUSETTS,Holyoke,2506270,1533,1385,1433,1464
MASSACHUSETTS,Hopedale,2506300,239,218,204,214
MASSACHUSETTS,Hopkinton,2506330,479,451,474,523
MASSACHUSETTS,Hudson,2506390,473,419,425,452
MASSACHUSETTS,Hull,2506420,188,164,162,158
MASSACHUSETTS,Ipswich,2506480,313,284,292,304
MASSACHUSETTS,King Philip,2506510,323,345,349,350
MASSACHUSETTS,Kingston,2506540,202,197,211,226
MASSACHUSETTS,Lawrence,2506660,2538,2383,2248,2180
MASSACHUSETTS,Lee,2506690,106,102,105,103
MASSACHUSETTS,Leicester,2506720,258,242,247,265
MASSACHUSETTS,Lenox,2506750,80,66,68,78
MASSACHUSETTS,Leominster,2506780,1471,1380,1346,1405
MASSACHUSETTS,Leverett,2506810,15,-8,-8,23
MASSACHUSETTS,Lexington,2506840,1068,952,953,986
MASSACHUSETTS,Lincoln,2506900,235,176,189,182
MASSACHUSETTS,Lincoln-Sudbury,2506930,320,342,346,354
MASSACHUSETTS,Littleton,2506960,270,219,248,260
MASSACHUSETTS,Longmeadow,2506990,535,487,525,546
MASSACHUSETTS,Lowell,2507020,2627,2406,2468,2530
MASSACHUSETTS,Ludlow,2507050,412,386,399,405
MASSACHUSETTS,Lunenburg,2507080,260,241,212,216
MASSACHUSETTS,Lynn,2507110,2755,2686,2676,2751
MASSACHUSETTS,Lynnfield,2507140,392,370,379,374
MASSACHUSETTS,Malden,2507170,1147,967,977,1009
MASSACHUSETTS,Mansfield,2507230,609,523,545,549
MASSACHUSETTS,Marblehead,2507260,588,590,567,540
MASSACHUSETTS,Marion,2507290,88,80,77,74
MASSACHUSETTS,Marlborough,2507320,842,761,707,669
MASSACHUSETTS,Marshfield,2507350,719,690,696,700
MASSACHUSETTS,Martha's Vineyard,2507380,153,159,145,156
MASSACHUSETTS,Masconomet,2507410,323,321,321,323
MASSACHUSETTS,Mashpee,2507440,252,222,216,209
MASSACHUSETTS,Mattapoisett,2507470,71,57,63,75
MASSACHUSETTS,Maynard,2507500,242,211,203,210
MASSACHUSETTS,Medfield,2507530,338,304,316,340
MASSACHUSETTS,Medford,2507560,867,750,799,838
MASSACHUSETTS,Medway,2507590,382,346,314,318
MASSACHUSETTS,Melrose,2507620,632,593,617,620
MASSACHUSETTS,Mendon-Upton,2507680,359,335,342,328
MASSACHUSETTS,Methuen,2507740,1364,1255,1243,1289
MASSACHUSETTS,Middleborough,2507770,597,527,543,544
MASSACHUSETTS,Middleton,2507830,122,98,105,123
MASSACHUSETTS,Milford,2507860,730,681,692,715
MASSACHUSETTS,Millbury,2507890,334,290,299,320
MASSACHUSETTS,Millis,2507920,166,153,159,173
MASSACHUSETTS,Milton,2507980,644,670,716,721
MASSACHUSETTS,Minuteman Regional Vocational Technical,2507985,305,280,267,258
MASSACHUSETTS,Mohawk Trail,2507990,195,168,159,176
MASSACHUSETTS,Monson,2508040,179,163,177,179
MASSACHUSETTS,Montachusett Regional Vocational Technical,2508050,212,204,216,228
