state,district,dist_id,sped_enroll_fy21
ARIZONA,Ball Charter Schools (Hearn) (4294),0400100,63
ARIZONA,Ball Charter Schools (Val Vista) (90885),0400867,63
ARIZONA,Balsz Elementary District (4268),0401050,299
ARIZONA,"BASIS Charter Schools, Inc. (273398)",0400963,28
ARIZONA,"BASIS Charter Schools, Inc. (549803)",0400961,40
ARIZONA,"BASIS Charter Schools, Inc. (6361)",0400134,39
ARIZONA,"BASIS Charter Schools, Inc. (783027)",0400980,13
ARIZONA,"BASIS Charter Schools, Inc. (81078)",0400608,14
ARIZONA,"BASIS Charter Schools, Inc. (90508)",0400818,8
ARIZONA,"BASIS Charter Schools, Inc. (90841)",0400829,12
ARIZONA,"BASIS Charter Schools, Inc. (90842)",0400830,20
ARIZONA,"BASIS Charter Schools, Inc. (90862)",0400831,36
ARIZONA,"BASIS Charter Schools, Inc. (91280)",0400843,16
ARIZONA,"BASIS Charter Schools, Inc. (91309)",0400878,17
ARIZONA,"BASIS Charter Schools, Inc. (91339)",0400897,12
ARIZONA,"BASIS Charter Schools, Inc. (91949)",0400898,40
ARIZONA,"BASIS Charter Schools, Inc. (92318)",0400905,48
ARIZONA,"BASIS Charter Schools, Inc. (92320)",0400903,21
ARIZONA,"BASIS Charter Schools, Inc. (92349)",0400881,23
ARIZONA,"BASIS Charter Schools, Inc. (92734)",0400941,-8
ARIZONA,"BASIS Charter Schools, Inc. (92736)",0400943,35
ARIZONA,"BASIS Charter Schools, Inc. (92863)",0400937,21
ARIZONA,"BASIS Charter Schools, Inc. (92865)",0400936,12
ARIZONA,"BASIS Charter Schools, Inc. (92997)",0400958,22
ARIZONA,"BASIS Charter Schools, Inc. (934316)",0400967,27
ARIZONA,Beaver Creek Elementary District (4481),0401080,86
ARIZONA,"Bell Canyon Charter School, Inc (79983)",0400374,28
ARIZONA,"Benchmark School, Inc. (10972)",0400181,43
ARIZONA,Benjamin Franklin Charter School - Queen Creek (4355),0400065,255
ARIZONA,Benson Unified School District (79226),0400212,200
ARIZONA,Bicentennial Union High School District (4515),0401160,18
ARIZONA,Bisbee Unified District (4169),0401180,52
ARIZONA,Blue Adobe Project (89871),0400771,11
ARIZONA,Blue Ridge Unified School District No. 32 (4397),0406580,211
ARIZONA,Blueprint Education (81041),0400636,112
ARIZONA,Bonita Elementary District (4224),0401260,16
ARIZONA,Bouse Elementary District (4513),0401290,8
ARIZONA,Bowie Unified District (4171),0401330,19
ARIZONA,Boys & Girls Clubs of the East Valley dba Mesa Art (4305),0400033,43
ARIZONA,"Bright Beginnings School, Inc. (4362)",0400071,14
ARIZONA,Buckeye Elementary District (4269),0401380,810
ARIZONA,Buckeye Union High School District (4284),0401410,634
ARIZONA,Bullhead City School District (4378),0401500,306
ARIZONA,"CAFA, Inc. dba Learning Foundation and Performing  (90327)",0400803,75
ARIZONA,"CAFA, Inc. dba Learning Foundation and Performing  (90328)",0400796,22
ARIZONA,"CAFA, Inc. dba Learning Foundation Performing Arts (79971)",0400397,17
ARIZONA,Calibre Academy (79055),0400310,37
ARIZONA,"Cambridge Academy  East,  Inc (78888)",0400182,62
ARIZONA,"Camelback Education, Inc (79905)",0400390,82
ARIZONA,Camp Verde Unified District (4470),0401600,185
ARIZONA,"Candeo Schools, Inc. (1001161)",0401004,10
ARIZONA,"Candeo Schools, Inc. (89758)",0400758,32
ARIZONA,Canon Elementary District (4484),0401650,-8
ARIZONA,"Canyon Rose Academy, Inc. (81029)",0400633,52
ARIZONA,"Carden of Tucson, Inc. (78858)",0400258,8
ARIZONA,"Career Development, Inc. (4400)",0400077,14
ARIZONA,Career Success Schools (79047),0400219,33
ARIZONA,Carpe Diem Collegiate High School (80001),0400381,18
ARIZONA,Cartwright Elementary District (4282),0401680,1497
ARIZONA,CASA Academy (91934),0400915,12
ARIZONA,Casa Grande Elementary District (4446),0401710,871
ARIZONA,Casa Grande Union High School District (4453),0401740,438
ARIZONA,Catalina Foothills Unified District (4410),0401760,423
ARIZONA,Cave Creek Unified District (4244),0400001,737
ARIZONA,Cedar Unified District (4395),0401810,-8
ARIZONA,"Center for Academic Success, Inc. (4191)",0400016,80
ARIZONA,"Challenge School, Inc. (6362)",0400135,28
ARIZONA,"Challenger Basic School, Inc. (79886)",0400359,16
ARIZONA,Chandler Preparatory Academy (88299),0400440,30
ARIZONA,Chandler Unified District #80 (4242),0401870,4769
ARIZONA,Chinle Unified District (4158),0401940,362
ARIZONA,Chino Valley Unified District (4474),0400003,372
ARIZONA,"Choice Academies, Inc. (90138)",0400805,32
ARIZONA,Cholla Academy (5186),0400402,65
ARIZONA,Cicero Preparatory Academy (92316),0400900,32
ARIZONA,CITY Center for Collaborative Learning (85448),0400407,64
ARIZONA,Clarkdale-Jerome Elementary District (4486),0400004,42
ARIZONA,Cochise Community Development Corporation (81027),0400632,79
ARIZONA,Cochise Elementary District (4177),0402130,19
ARIZONA,Coconino County Accommodation School District (10386),0400163,13
ARIZONA,"Collaborative Pathways, Inc. (91773)",0400862,14
ARIZONA,Colorado City Unified District (4370),0400021,104
ARIZONA,Colorado River Union High School District (4381),0400082,221
ARIZONA,"Compass High School, Inc. (79467)",0400330,81
ARIZONA,"Compass Points International, Inc (90533)",0400820,28
ARIZONA,Concho Elementary District (4160),0402190,-8
ARIZONA,"Concordia Charter School, Inc. (89556)",0400751,14
ARIZONA,Congress Elementary District (4479),0402220,-8
ARIZONA,Continental Elementary District (4416),0402250,104
ARIZONA,Coolidge Unified District (4442),0402320,288
ARIZONA,"Cornerstone Charter School,Inc (79077)",0400405,30
ARIZONA,"Cortez Park Charter Middle School, Inc. (79988)",0400376,16
ARIZONA,Cottonwood-Oak Creek Elementary District (4487),0402370,259
ARIZONA,Country Gardens Charter Schools (79074),0400429,30
ARIZONA,CPLC Community Schools dba Hiaki High School (90331),0400814,9
ARIZONA,CPLC Community Schools dba Toltecalli High School (80032),0400382,23
ARIZONA,Crane Elementary District (4501),0402400,557
ARIZONA,Creighton Elementary District (4263),0402430,630
ARIZONA,"Crown Charter School, Inc (79443)",0400323,20
ARIZONA,Daisy Education Corporation dba Paragon Science Ac (89917),0400778,28
ARIZONA,Daisy Education Corporation dba Sonoran Science Ac (79049),0400223,60
ARIZONA,Daisy Education Corporation dba Sonoran Science Ac (89914),0400776,29
ARIZONA,Daisy Education Corporation dba Sonoran Science Ac (89915),0400774,33
ARIZONA,Daisy Education Corporation dba. Sonoran Science A (90284),0400807,20
ARIZONA,Daisy Education Corporation dba. Sonoran Science A (90541),0400822,19
ARIZONA,Deer Valley Unified District (4246),0407750,3682
ARIZONA,Desert Heights Charter Schools (81099),0400610,84
ARIZONA,"Desert Rose Academy,Inc. (79441)",0400322,20
ARIZONA,"Desert Sky Community School, Inc. (88308)",0400448,3
ARIZONA,Desert Star Academy (92302),0400922,48
ARIZONA,"Desert Star Community School, Inc. (88321)",0400439,20
ARIZONA,"Destiny School, Inc. (6258)",0400339,25
ARIZONA,Discovery Plus Academy (6357),0400141,18
ARIZONA,Double Adobe Elementary District (4179),0402490,6
ARIZONA,Douglas Unified District (4174),0402530,282
ARIZONA,Duncan Unified District (4228),0402600,-8
ARIZONA,Dysart Unified District (4243),0402690,3545
ARIZONA,"EAGLE College Prep Harmony, LLC (91170)",0400849,14
ARIZONA,"EAGLE College Prep Maryvale, LLC (91938)",0400916,40
ARIZONA,"EAGLE College Prep Mesa, LLC. (91939)",0400912,11
ARIZONA,"EAGLE South Mountain Charter, Inc. (89850)",0400763,74
ARIZONA,"East Mesa Charter Elementary School, Inc. (87401)",0400425,60
ARIZONA,"Eastpointe High School, Inc. (78833)",0400261,62
ARIZONA,Ed Ahead (90506),0400817,5
ARIZONA,"Edge School, Inc., The (4421)",0400078,33
ARIZONA,Edison Project (743644),0400978,35
ARIZONA,Edkey Inc. dba American Heritage Academy  (6365),0400130,28
ARIZONA,"Edkey, Inc. - Arizona Conservatory for Arts and Ac (79981)",0400653,24
ARIZONA,"Edkey, Inc. - Pathfinder Academy (81045)",0400638,59
ARIZONA,"Edkey, Inc. - Redwood Academy (81043)",0400637,20
ARIZONA,"Edkey, Inc. - Sequoia Charter School (6446)",0400244,115
ARIZONA,"Edkey, Inc. - Sequoia Choice Schools (4329)",0400157,497
ARIZONA,"Edkey, Inc. - Sequoia Pathway Academy (92226)",0400904,82
ARIZONA,"Edkey, Inc. - Sequoia Ranch School (81052)",0400641,22
ARIZONA,"Edkey, Inc. - Sequoia School for the Deaf and Hard (81050)",0400640,114
ARIZONA,"Edkey, Inc. - Sequoia Village School (79211)",0400246,70
ARIZONA,"Educational Impact, Inc. (81123)",0400613,19
ARIZONA,"Educational Models for Learning, Inc. (1000167)",0401001,-8
ARIZONA,Educational Options Foundation (90201),0400816,61
ARIZONA,"EduPreneurship, Inc. (4341)",0400055,7
ARIZONA,"Eduprize Schools, LLC (89412)",0400746,385
ARIZONA,"E-Institute Charter Schools, Inc. (79059)",0400311,59
ARIZONA,Elfrida Elementary District (4185),0402760,16
ARIZONA,Eloy Elementary District (4448),0402790,-8
ARIZONA,Empower College Prep (91277),0400877,93
ARIZONA,Espiritu Community Development Corp. (4335),0400052,46
ARIZONA,Espiritu Community Development Corp. (92250),0400895,30
ARIZONA,Espiritu Schools (92902),0400939,10
ARIZONA,Estrella Educational Foundation (92988),0400955,3
ARIZONA,Ethos Academy - A Challenge Foundation Academy (92379),0400942,29
ARIZONA,"Excalibur Charter Schools, Inc. (79214)",0400235,27
ARIZONA,"Fit Kids, Inc. dba Champion Schools (78783)",0400191,124
ARIZONA,Flagstaff Arts And Leadership Academy (4202),0400019,55
ARIZONA,Flagstaff Junior Academy (4207),0400098,33
ARIZONA,"Flagstaff Montessori, L.L.C. (4205)",0400020,16
ARIZONA,Flagstaff Unified District (4192),0402860,1286
ARIZONA,"Florence Crittenton Services of Arizona, Inc. (4300)",0400144,17
ARIZONA,Florence Unified School District (4437),0402920,1487
ARIZONA,Flowing Wells Unified District (4405),0403010,833
ARIZONA,Fort Huachuca Accommodation District (4167),0403150,139
ARIZONA,Fort Thomas Unified District (4221),0403200,94
ARIZONA,Fountain Hills Charter School (4356),0400113,7
ARIZONA,Fountain Hills Unified District (4247),0403040,130
ARIZONA,Fowler Elementary District (4273),0403060,426
ARIZONA,"Franklin Phonetic Primary School, Inc. (4495)",0400092,74
ARIZONA,"Franklin Phonetic Primary School, Inc. (92596)",0400914,27
ARIZONA,Fredonia-Moccasin Unified District (4195),0403080,35
ARIZONA,"Freedom Academy, Inc. (89506)",0400755,37
ARIZONA,Freedom Preparatory Academy (1000979),0400999,34
ARIZONA,"Friendly House, Inc. (4303)",0400102,34
ARIZONA,Gadsden Elementary District (4505),0403240,547
ARIZONA,Ganado Unified School District (4157),0403290,-8
ARIZONA,"GAR, LLC dba Student Choice High School (78997)",0400273,161
ARIZONA,"Gem Charter School, Inc. (6372)",0400145,5
ARIZONA,"Genesis Program, Inc. (4332)",0400124,4
ARIZONA,"George Gervin Youth Center, Inc. (90884)",0400876,12
ARIZONA,Gila Bend Unified District (4238),0403310,64
ARIZONA,Gila County Regional School District (87600),0400419,-8
ARIZONA,Gilbert Unified District (4239),0403400,4086
ARIZONA,Glendale Elementary District (4271),0403420,1374
ARIZONA,Glendale Preparatory Academy (89829),0400760,22
ARIZONA,Glendale Union High School District (4285),0403450,2101
ARIZONA,Globe Unified District (4208),0403500,186
ARIZONA,Graham County School Superintendent (79543),0400762,-8
ARIZONA,Grand Canyon Unified District (4194),0403550,-8
ARIZONA,Great Expectations Academy (10974),0400205,36
ARIZONA,"Griffin Foundation, Inc. The (79500)",0400343,22
ARIZONA,Ha:san Educational Services (6369),0400147,32
ARIZONA,Hackberry School District (4371),0403660,5
ARIZONA,Happy Valley East (90906),0400864,61
ARIZONA,"Happy Valley School, Inc. (79081)",0400406,35
ARIZONA,"Harvest Power Community Development Group, Inc. (79501)",0400282,111
ARIZONA,"Haven Montessori Children's House, Inc. (89951)",0400782,10
ARIZONA,Hayden-Winkelman Unified District (4212),0403730,41
ARIZONA,Heber-Overgaard Unified District (4392),0400026,64
ARIZONA,"Heritage Academy Laveen, Inc. (92520)",0400926,31
ARIZONA,"Heritage Academy Queen Creek, Inc. (92519)",0400911,40
ARIZONA,"Heritage Academy, Inc. (4336)",0400053,83
ARIZONA,Heritage Elementary School (81076),0400649,89
ARIZONA,Hermosa Montessori Charter School (4426),0400115,39
ARIZONA,Highland Free School (79061),0400275,3
ARIZONA,Highland Prep (92982),0400966,42
ARIZONA,Higley Unified School District (4248),0403780,1737
ARIZONA,Hirsch Academy A Challenge Foundation (91275),0400893,24
ARIZONA,Holbrook Unified District (4389),0403820,200
