state,district,dist_id,sped_enroll_fy20
ALABAMA,Cullman City,0100990,343
ALABAMA,Cullman County,0101020,1501
ALABAMA,Dale County,0101050,273
ALABAMA,Daleville City,0101080,139
ALABAMA,Dallas County,0101110,446
ALABAMA,DeKalb County,0101140,1053
ALABAMA,Decatur City,0101170,1212
ALABAMA,Demopolis City,0101200,146
ALABAMA,Dothan City,0101230,1324
ALABAMA,Elba City,0101260,76
ALABAMA,Elmore County,0101290,1540
ALABAMA,Enterprise City,0101320,589
ALABAMA,Escambia County,0101350,543
ALABAMA,Etowah County,0101380,1059
ALABAMA,Eufaula City,0101410,795
ALABAMA,Fairfield City,0101440,208
ALABAMA,Fayette County,0101470,278
ALABAMA,Florence City,0101530,588
ALABAMA,Fort Payne City,0101560,225
ALABAMA,Franklin County,0101590,543
ALABAMA,Gadsden City,0101620,750
ALABAMA,Geneva City,0101640,141
ALABAMA,Geneva County,0101660,412
ALABAMA,Greene County,0101680,86
ALABAMA,Guntersville City,0101690,137
ALABAMA,Hale County,0101710,198
ALABAMA,Haleyville City,0101720,201
ALABAMA,Hartselle City,0101730,500
ALABAMA,Henry County,0101740,331
ALABAMA,Homewood City,0101760,316
ALABAMA,Houston County,0101770,819
ALABAMA,Huntsville City,0101800,3151
ALABAMA,Jackson County,0101830,653
ALABAMA,Jacksonville City,0101860,214
ALABAMA,Jasper City,0101890,375
ALABAMA,Jefferson County,0101920,5185
ALABAMA,Lamar County,0101950,380
ALABAMA,Lanett City,0101980,122
ALABAMA,Lauderdale County,0102010,1068
ALABAMA,Lawrence County,0102040,767
ALABAMA,Lee County,0102070,1375
ALABAMA,Limestone County,0102100,1273
ALABAMA,Linden City,0102130,64
ALABAMA,Lowndes County,0102160,168
ALABAMA,Macon County,0102190,176
ALABAMA,Madison County,0102220,2404
ALABAMA,Marengo County,0102250,148
ALABAMA,Marion County,0102310,449
ALABAMA,Midfield City,0102350,148
ALABAMA,Mobile County,0102370,8360
ALABAMA,Monroe County,0102400,434
ALABAMA,Montgomery County,0102430,2928
ALABAMA,Morgan County,0102480,1057
ALABAMA,Mountain Brook City,0102490,484
ALABAMA,Muscle Shoals City,0102520,338
ALABAMA,Oneonta City,0102550,125
ALABAMA,Opelika City,0102580,517
ALABAMA,Opp City,0102610,224
ALABAMA,Oxford City,0102635,546
ALABAMA,Ozark City,0102640,293
ALABAMA,Pell City,0102650,451
ALABAMA,Perry County,0102670,208
ALABAMA,Phenix City,0102700,707
ALABAMA,Pickens County,0102730,353
ALABAMA,Piedmont City,0102760,159
ALABAMA,Pike County,0102790,361
ALABAMA,Randolph County,0102820,304
ALABAMA,Roanoke City,0102850,159
ALABAMA,Russell County,0102880,427
ALABAMA,Russellville City,0102910,212
ALABAMA,Scottsboro City,0102940,298
ALABAMA,Selma City,0102970,303
ALABAMA,Sheffield City,0103000,170
ALABAMA,Shelby County,0103030,2288
ALABAMA,St Clair County,0103062,1437
ALABAMA,Sumter County,0103090,169
ALABAMA,Sylacauga City,0103120,250
ALABAMA,Talladega City,0103150,272
ALABAMA,Talladega County,0103180,942
ALABAMA,Tallapoosa County,0103210,429
ALABAMA,Tallassee City,0103240,256
ALABAMA,Tarrant City,0103270,161
ALABAMA,Thomasville City,0103300,150
ALABAMA,Troy City,0103330,241
ALABAMA,Tuscaloosa City,0103360,1385
ALABAMA,Tuscaloosa County,0103390,2941
ALABAMA,Tuscumbia City,0103420,168
ALABAMA,Vestavia Hills City,0103430,619
ALABAMA,Walker County,0103450,1081
ALABAMA,Washington County,0103480,368
ALABAMA,Wilcox County,0103510,138
ALABAMA,Winfield City,0103540,122
ALABAMA,Winston County,0103580,348
ALASKA,Lower Kuskokwim School District,0200001,524
ALASKA,Lower Yukon School District,0200003,253
ALASKA,Yupiit School District,0200004,60
ALASKA,Kashunamiut School District,0200005,34
ALASKA,Mount Edgecumbe High School Agency,0200006,21
ALASKA,Aleutians East Borough School District,0200007,40
ALASKA,Aleutian Region School District,0200010,3
ALASKA,Bering Strait School District,0200020,200
ALASKA,Bristol Bay Borough School District,0200030,20
ALASKA,Alaska Gateway School District,0200050,71
ALASKA,Cordova City School District,0200060,47
ALASKA,Copper River School District,0200070,78
ALASKA,Craig City School District,0200090,78
ALASKA,Delta-Greely School District,0200100,96
ALASKA,Dillingham City School District,0200120,71
ALASKA,Galena City School District,0200130,317
ALASKA,Ketchikan Gateway Borough School District,0200150,369
ALASKA,Anchorage School District,0200180,7109
ALASKA,Juneau Borough School District,0200210,908
ALASKA,Sitka School District,0200240,158
ALASKA,Haines Borough School District,0200270,48
ALASKA,Hoonah City School District,0200300,27
ALASKA,Hydaburg City School District,0200330,16
ALASKA,Kake City School District,0200360,20
ALASKA,Kenai Peninsula Borough School District,0200390,1736
ALASKA,Klawock City School District,0200450,23
ALASKA,Kodiak Island Borough School District,0200480,295
ALASKA,Lake and Peninsula Borough School District,0200485,62
ALASKA,Matanuska-Susitna Borough School District,0200510,2652
ALASKA,Iditarod Area School District,0200520,42
ALASKA,Annette Island School District,0200525,62
ALASKA,Nenana City School District,0200540,138
ALASKA,Nome Public Schools,0200570,80
ALASKA,Fairbanks North Star Borough School District,0200600,2368
ALASKA,North Slope Borough School District,0200610,228
ALASKA,Northwest Arctic Borough School District,0200625,295
ALASKA,Pelican City School District,0200630,3
ALASKA,Petersburg Borough School District,0200660,68
ALASKA,Pribilof School District,0200670,10
ALASKA,Saint Mary's School District,0200680,27
ALASKA,Skagway School District,0200690,16
ALASKA,Southeast Island School District,0200700,33
ALASKA,Southwest Region School District,0200710,117
ALASKA,Tanana City School District,0200715,9
ALASKA,Unalaska City School District,0200720,14
ALASKA,Chatham School District,0200730,24
ALASKA,Kuspuk School District,0200760,48
ALASKA,Denali Borough School District,0200770,68
ALASKA,Yukon Flats School District,0200775,55
ALASKA,Valdez City School District,0200780,107
ALASKA,Chugach School District,0200800,32
ALASKA,Wrangell Public School District,0200810,45
ALASKA,Yakutat School District,0200840,23
ALASKA,Yukon-Koyukuk School District,0200862,226
ARIZONA,Cave Creek Unified District (4244),0400001,846
ARIZONA,Chino Valley Unified District (4474),0400003,395
ARIZONA,Clarkdale-Jerome Elementary District (4486),0400004,54
ARIZONA,Salome Consolidated Elementary District (4514),0400005,19
ARIZONA,Center for Academic Success Inc. (4191),0400016,66
ARIZONA,Pine Forest Education Association Inc. (4201),0400018,23
ARIZONA,Flagstaff Arts And Leadership Academy (4202),0400019,45
ARIZONA,Flagstaff Montessori L.L.C. (4205),0400020,17
ARIZONA,Colorado City Unified District (4370),0400021,159
ARIZONA,Vernon Elementary District (4162),0400022,31
ARIZONA,Pinon Unified District (4390),0400023,137
ARIZONA,Heber-Overgaard Unified District (4392),0400026,72
ARIZONA,Triumphant Learning Center (4225),0400028,20
ARIZONA,Ridgeline Academy Inc. (4301),0400031,48
ARIZONA,Boys & Girls Clubs of the East Valley dba Mesa Art (4305),0400033,30
ARIZONA,Reid Traditional Schools' Valley Academy Inc. (4306),0400034,21
ARIZONA,Foothills Academy (4309),0400036,8
ARIZONA,Twenty First Century Charter School Inc. Bennett  (4310),0400037,29
ARIZONA,STEP UP Schools Inc. (4313),0400040,8
ARIZONA,Maricopa County Community College District dba Gat (4314),0400041,19
ARIZONA,New School For The Arts (4316),0400043,19
ARIZONA,Salt River Pima-Maricopa  Community Schools (4320),0400047,51
ARIZONA,Espiritu Community Development Corp. (4335),0400052,47
ARIZONA,Heritage Academy Inc. (4336),0400053,58
ARIZONA,Villa Montessori Charter School (4339),0400054,43
ARIZONA,EduPreneurship Inc. (4341),0400055,6
ARIZONA,Arizona School For The Arts (4345),0400056,37
ARIZONA,Arizona Call-a-Teen Youth Resources Inc. (4346),0400057,4
ARIZONA,Intelli-School Inc. (4352),0400061,16
ARIZONA,Benjamin Franklin Charter School - Queen Creek (4355),0400065,248
ARIZONA,Victory High School Inc. (4358),0400067,3
ARIZONA,Montessori Day Public Schools Chartered Inc. (4359),0400068,25
ARIZONA,Khalsa Montessori Elementary Schools (4360),0400069,8
ARIZONA,Tempe Preparatory Academy (4361),0400070,16
ARIZONA,Bright Beginnings School Inc. (4362),0400071,14
ARIZONA,Montessori Education Centre Charter School (4363),0400072,48
ARIZONA,Kingman Academy Of Learning (4383),0400074,129
ARIZONA,Young Scholars Academy Charter School Corp. (4385),0400075,57
ARIZONA,Career Development Inc. (4400),0400077,18
ARIZONA,Edge School Inc. The (4421),0400078,44
ARIZONA,Tucson Youth Development/ACE Charter High School (4422),0400079,23
ARIZONA,Presidio School (4425),0400081,38
ARIZONA,Colorado River Union High School District (4381),0400082,225
ARIZONA,Portable Practical Educational Preparation Inc. ( (4431),0400083,74
ARIZONA,Sedona Charter School Inc. (4492),0400089,15
ARIZONA,Mingus Springs Charter School (4493),0400090,32
ARIZONA,Franklin Phonetic Primary School Inc. (4495),0400092,76
ARIZONA,Skyview School Inc. (4496),0400093,38
ARIZONA,Az-Tec High School (4508),0400094,15
ARIZONA,Yuma Private Industry Council Inc. (4509),0400095,12
ARIZONA,Mountain School Inc. (4203),0400096,24
ARIZONA,Northland Preparatory Academy (4204),0400097,57
ARIZONA,Flagstaff Junior Academy (4207),0400098,30
ARIZONA,Liberty High School (4216),0400099,18
ARIZONA,Ball Charter Schools (Hearn) (4294),0400100,60
ARIZONA,Friendly House Inc. (4303),0400102,30
ARIZONA,Ombudsman Educational Services Ltd.a subsidiary  (4323),0400103,205
ARIZONA,Arizona Agribusiness & Equine Center Inc. (4331),0400106,25
ARIZONA,International Commerce Secondary Schools Inc. (4334),0400107,26
ARIZONA,Humanities and Sciences Academy of the United Stat (4337),0400108,22
ARIZONA,Phoenix Advantage Charter School Inc. (4338),0400109,19
ARIZONA,Allen-Cochran Enterprises Inc. (4347),0400111,47
ARIZONA,American Leadership Academy Inc. (4348),0400112,970
ARIZONA,Fountain Hills Charter School (4356),0400113,9
ARIZONA,Hermosa Montessori Charter School (4426),0400115,45
ARIZONA,Arizona Department of Corrections (8336),0400120,97
ARIZONA,Accelerated Learning Center Inc. (4297),0400121,17
ARIZONA,Acclaim Charter School (4325),0400122,41
ARIZONA,Genesis Program Inc. (4332),0400124,9
ARIZONA,Montessori Schoolhouse of Tucson Inc. (4428),0400126,NA
ARIZONA,Accelerated Elementary and Secondary Schools (6364),0400129,21
ARIZONA,Edkey Inc. dba American Heritage Academy  (6365),0400130,34
ARIZONA,The Charter Foundation Inc. (6355),0400131,57
ARIZONA,BASIS Charter Schools Inc. (6361),0400134,35
ARIZONA,Challenge School Inc. (6362),0400135,31
ARIZONA,Discovery Plus Academy (6357),0400141,23
ARIZONA,Florence Crittenton Services of Arizona Inc. (4300),0400144,20
ARIZONA,Gem Charter School Inc. (6372),0400145,3
ARIZONA,Ha:san Educational Services (6369),0400147,40
ARIZONA,Kaizen Education Foundation dba El Dorado High Sch (4342),0400149,63
ARIZONA,Mexicayotl Academy Inc. (4463),0400150,14
ARIZONA,New Horizon School for the Performing Arts (4366),0400151,24
ARIZONA,Phoenix School of Academic Excellence The (6379),0400153,4
ARIZONA,Shonto Governing Board of Education Inc. (6353),0400154,10
ARIZONA,Edkey Inc. - Sequoia Choice Schools (4329),0400157,120
ARIZONA,Tucson Preparatory School (6374),0400159,31
ARIZONA,Vision Charter School Inc. (4430),0400160,3
ARIZONA,Coconino County Accommodation School District (10386),0400163,16
ARIZONA,Keystone Montessori Charter School Inc. (10878),0400165,44
ARIZONA,Benchmark School Inc. (10972),0400181,55
ARIZONA,Cambridge Academy  East  Inc (78888),0400182,64
ARIZONA,Ball Charter Schools (Dobson) (79204),0400184,70
ARIZONA,Phoenix Education Management LLC (4340),0400185,61
ARIZONA,Stepping Stones Academy (10966),0400187,37
ARIZONA,Liberty Traditional Charter School (10968),0400190,41
ARIZONA,Fit Kids Inc. dba Champion Schools (78783),0400191,117
ARIZONA,Northern Arizona Vocational Institute of Technolog (78786),0400197,NA
ARIZONA,Pima County (4420),0400201,18
ARIZONA,Academy of Tucson Inc. (78897),0400202,46
ARIZONA,Mountain Rose Academy Inc. (10879),0400204,50
ARIZONA,Great Expectations Academy (10974),0400205,43
ARIZONA,Mountain Oak Charter School Inc. (78873),0400208,21
ARIZONA,Park View School Inc. (10970),0400209,29
ARIZONA,Painted Pony Ranch Charter School (10967),0400210,12
ARIZONA,Mary Ellen Halvorson Educational Foundation. dba:  (10965),0400211,8
ARIZONA,Benson Unified School District (79226),0400212,220
ARIZONA,Painted Desert Demonstration Projects Inc. (79086),0400213,21
ARIZONA,Little Lamb Community School (79050),0400217,29
ARIZONA,American Basic Schools LLC (79215),0400218,66
ARIZONA,Career Success Schools (79047),0400219,48
ARIZONA,Kaizen Education Foundation dba South Pointe Eleme (79233),0400221,25
ARIZONA,Daisy Education Corporation dba Sonoran Science Ac (79049),0400223,64
ARIZONA,Horizon Community Learning Center Inc. (79264),0400225,56
ARIZONA,Kaizen Education Foundation dba South Pointe Junio (78965),0400227,24
ARIZONA,Milestones Charter School (79207),0400229,21
ARIZONA,Pathfinder Charter School Foundation (79024),0400230,30
ARIZONA,James Madison Preparatory School (79063),0400231,26
ARIZONA,Self Development Charter School (79072),0400232,39
ARIZONA,Excalibur Charter Schools Inc. (79214),0400235,34
ARIZONA,Paramount Education Studies Inc (79205),0400237,10
ARIZONA,Metropolitan Arts Institute Inc. (5181),0400238,19
ARIZONA,P.L.C. Charter Schools (6235),0400239,96
ARIZONA,Paragon Management Inc. (5180),0400241,276
ARIZONA,Skyline Schools Inc. (79084),0400243,16
ARIZONA,Edkey Inc. - Sequoia Charter School (6446),0400244,115
ARIZONA,Edkey Inc. - Sequoia Village School (79211),0400246,68
ARIZONA,Telesis Center for Learning Inc. (79218),0400248,33
ARIZONA,Southern Arizona Community Academy Inc. (79000),0400254,14
ARIZONA,Tucson Country Day School Inc. (79073),0400255,87
ARIZONA,Carden of Tucson Inc. (78858),0400258,10
ARIZONA,Southgate Academy Inc. (79085),0400259,55
ARIZONA,Eastpointe High School Inc. (78833),0400261,89
ARIZONA,Patagonia Montessori Elementary School (79069),0400263,3
ARIZONA,Santa Cruz Valley Opportunities in Education Inc. (79066),0400264,13
ARIZONA,PACE Preparatory Academy Inc. (79068),0400266,6
ARIZONA,Kestrel Schools Inc. (79065),0400267,3
ARIZONA,Juniper Tree Academy (79064),0400268,87
ARIZONA,GAR LLC dba Student Choice High School (78997),0400273,134
ARIZONA,AIBT Non-Profit Charter High School - Phoenix (79053),0400274,13
ARIZONA,Highland Free School (79061),0400275,6
ARIZONA,Academy with Community Partners  Inc (79213),0400276,10
ARIZONA,Deer Valley Charter Schools Inc. (79496),0400278,3
ARIZONA,West Gilbert Charter Elementary School Inc. (79497),0400279,18
ARIZONA,Mohave Accelerated Learning Center (79498),0400280,48
ARIZONA,Masada Charter School Inc. (79499),0400281,127
ARIZONA,Harvest Power Community Development Group Inc. (79501),0400282,118
ARIZONA,Omega Alpha Academy (79503),0400284,20
ARIZONA,Montessori House Inc. d.b.a. Lehi Montessori  (79548),0400285,6
ARIZONA,Premier Charter High School (79569),0400288,12
ARIZONA,Pan-American Elementary Charter (79578),0400290,66
ARIZONA,Kingman Unified School District (79598),0400295,1257
ARIZONA,North Star Charter School Inc. (79701),0400303,94
ARIZONA,Calibre Academy (79055),0400310,38
ARIZONA,E-Institute Charter Schools Inc. (79059),0400311,69
ARIZONA,Yavapai Accommodation School District (79379),0400315,21
ARIZONA,Cobre Valley Institute of Technology District (79391),0400316,NA
ARIZONA,Khalsa Family Services (79420),0400317,20
ARIZONA,Aprender Tucson (79426),0400318,41
ARIZONA,Acorn Montessori Charter School (79437),0400320,74
ARIZONA,Pinnacle Education-WMCB Inc. (79439),0400321,5
ARIZONA,Desert Rose AcademyInc. (79441),0400322,29
ARIZONA,Crown Charter School Inc (79443),0400323,18
ARIZONA,Success School (79453),0400326,112
ARIZONA,Pointe Schools (79455),0400327,70
ARIZONA,A Center for Creative Education (79457),0400328,6
ARIZONA,American Virtual Academy (79461),0400329,526
ARIZONA,Compass High School Inc. (79467),0400330,82
ARIZONA,James Sandoval Preparatory High School (79475),0400332,3
ARIZONA,Destiny School Inc. (6258),0400339,28
ARIZONA,Noah Webster Schools - Mesa (10760),0400340,77
ARIZONA,Valley Academy for Career and Technology Education (79397),0400341,NA
ARIZONA,Griffin Foundation Inc. The (79500),0400343,24
ARIZONA,Cochise Technology District (79403),0400345,NA
ARIZONA,Coconino Association for Vocation Industry and Tec (79381),0400347,NA
ARIZONA,Central Arizona Valley Institute of Technology (79385),0400348,NA
ARIZONA,Gila Institute for Technology (79387),0400349,NA
ARIZONA,PEAK School Inc. The (79866),0400350,6
ARIZONA,Kaizen Education Foundation dba Vista Grove Prepar (79871),0400351,5
ARIZONA,American Charter Schools Foundation d.b.a. Estrell (79873),0400352,15
ARIZONA,American Charter Schools Foundation d.b.a. Peoria  (79875),0400353,59
ARIZONA,American Charter Schools Foundation d.b.a. Sun Val (79877),0400354,37
ARIZONA,American Charter Schools Foundation d.b.a. West Ph (79879),0400355,35
ARIZONA,Nosotros Inc (79881),0400356,25
ARIZONA,American Charter Schools Foundation d.b.a. Apache  (79883),0400357,21
ARIZONA,Challenger Basic School Inc. (79886),0400359,14
ARIZONA,Arizona Community Development Corporation (79947),0400361,216
ARIZONA,SC Jensen Corporation Inc. dba Intelli-School (79951),0400363,16
ARIZONA,PAS Charter Inc. dba Intelli-School (79953),0400364,42
ARIZONA,Valley of the Sun Waldorf Education Association d (79957),0400366,55
ARIZONA,Pima Prevention Partnership dba Pima Partnership S (79959),0400367,34
ARIZONA,Academy of Mathematics and Science Inc. (79961),0400368,37
ARIZONA,Midtown Primary School (79994),0400370,11
ARIZONA,Tucson International Academy Inc. (79979),0400373,85
ARIZONA,Bell Canyon Charter School Inc (79983),0400374,28
ARIZONA,Cortez Park Charter Middle School Inc. (79988),0400376,15
ARIZONA,West Gilbert Charter Middle School Inc. (79990),0400377,15
ARIZONA,Carpe Diem Collegiate High School (80001),0400381,34
ARIZONA,CPLC Community Schools dba Toltecalli High School (80032),0400382,18
ARIZONA,American Charter Schools Foundation d.b.a. Desert  (79872),0400384,38
ARIZONA,American Charter Schools Foundation d.b.a. Crestvi (79874),0400385,31
ARIZONA,Kaizen Education Foundation dba Summit High School (79876),0400386,31
ARIZONA,Kaizen Education Foundation dba Tempe Accelerated  (79878),0400387,16
ARIZONA,Kaizen Education Foundation dba Skyview High Schoo (79880),0400388,24
ARIZONA,Kaizen Education Foundation dba Maya High School (79882),0400389,47
ARIZONA,Camelback Education Inc (79905),0400390,73
ARIZONA,Vista Charter School (79907),0400391,NA
ARIZONA,Lifelong Learning Research Institute Inc. (79926),0400393,12
ARIZONA,Avondale Learning dba Precision Academy (79929),0400394,NA
ARIZONA,LEAD Charter Schools (79967),0400395,89
ARIZONA,All Aboard Charter School (79969),0400396,13
ARIZONA,CAFA Inc. dba Learning Foundation Performing Arts (79971),0400397,12
ARIZONA,Montessori Academy Inc. (80011),0400399,17
ARIZONA,New World Educational Center (78882),0400401,29
ARIZONA,Cholla Academy (5186),0400402,78
ARIZONA,Akimel O Otham Pee Posh Charter School Inc. (5978),0400403,3
ARIZONA,Akimel O'Otham Pee Posh Charter School Inc. (78966),0400404,NA
ARIZONA,Cornerstone Charter SchoolInc (79077),0400405,24
ARIZONA,Happy Valley School Inc. (79081),0400406,32
ARIZONA,CITY Center for Collaborative Learning (85448),0400407,68
ARIZONA,Satori Inc. (85454),0400409,26
ARIZONA,Mohave Accelerated Elementary School Inc. (85516),0400413,46
ARIZONA,Academy of Building Industries Inc. (85540),0400414,22
ARIZONA,Arizona Montessori Charter School at Anthem (85749),0400415,78
ARIZONA,Arizona Agribusiness & Equine Center Inc. (85816),0400417,27
ARIZONA,Gila County Regional School District (87600),0400419,3
ARIZONA,Pillar Charter School (87334),0400420,3
ARIZONA,Legacy Education Group (87349),0400423,33
ARIZONA,Rosefield Charter Elementary School Inc. (87399),0400424,69
ARIZONA,East Mesa Charter Elementary School Inc. (87401),0400425,56
ARIZONA,Arizona Agribusiness & Equine Center Inc. (87403),0400426,6
ARIZONA,Arizona Connections Academy Charter School Inc. (87407),0400427,304
ARIZONA,Country Gardens Charter Schools (79074),0400429,41
ARIZONA,Portable Practical Educational Preparation Inc. ( (87405),0400432,873
ARIZONA,Imagine Charter Elementary at Desert West Inc. (88367),0400438,53
ARIZONA,Desert Star Community School Inc. (88321),0400439,17
ARIZONA,Chandler Preparatory Academy (88299),0400440,24
ARIZONA,Imagine Middle at Surprise Inc. (88372),0400441,52
ARIZONA,Imagine Middle at East Mesa Inc. (88369),0400442,16
ARIZONA,Prescott Valley Charter School (88317),0400444,53
ARIZONA,Imagine Charter Elementary at Camelback Inc. (88365),0400445,22
ARIZONA,American Charter Schools Foundation d.b.a. South R (88334),0400447,26
ARIZONA,Desert Sky Community School Inc. (88308),0400448,3
ARIZONA,Agua Fria Union High School District (4289),0400450,914
ARIZONA,Pinal County Juvenile Detention (79534),0400453,4
ARIZONA,ARIZONA STATE HOSPITAL (6415),0400455,NA
ARIZONA,Cochise County Juvenile Detention (79462),0400457,3
ARIZONA,Yuma County Juvenile Justice Center (79524),0400458,5
ARIZONA,Maricopa County Sheriffs Office (79540),0400459,17
ARIZONA,Yavapai County Juvenile Justice Center (79533),0400460,9
ARIZONA,Mohave County Juvenile Detention (79589),0400461,NA
ARIZONA,Ray of Light Academy (79590),0400462,3
ARIZONA,Arizona State Schools for the Deaf and the Blind (6393),0400463,1019
ARIZONA,Aguila Elementary District (4249),0400480,25
ARIZONA,Ajo Unified District (4409),0400520,46
ARIZONA,Alhambra Elementary District (4280),0400600,1415
ARIZONA,BASIS Charter Schools Inc. (81078),0400608,10
ARIZONA,Desert Heights Charter Schools (81099),0400610,80
ARIZONA,Northeast Arizona Technological Institute of Vocat (81114),0400612,NA
ARIZONA,Educational Impact Inc. (81123),0400613,23
ARIZONA,MCCCD on behalf of Phoenix College Preparatory Aca (81174),0400614,10
ARIZONA,West-MEC - Western Maricopa Education Center (80923),0400615,NA
ARIZONA,New School for the Arts Middle School (80985),0400616,5
ARIZONA,American Charter Schools Foundation d.b.a. South P (80989),0400618,63
ARIZONA,American Charter Schools Foundation d.b.a. Alta Vi (80995),0400619,61
ARIZONA,Pinnacle Education-Tempe Inc. (81001),0400621,36
ARIZONA,Pinnacle Education-Kino Inc. (81009),0400625,3
ARIZONA,Pinnacle Education-Casa Grande Inc. (81011),0400626,7
ARIZONA,Alpine Elementary District (4161),0400630,12
ARIZONA,Cochise Community Development Corporation (81027),0400632,69
ARIZONA,Canyon Rose Academy Inc. (81029),0400633,53
ARIZONA,Blueprint Education (81041),0400636,82
ARIZONA,Edkey Inc. - Redwood Academy (81043),0400637,22
ARIZONA,Edkey Inc. - Pathfinder Academy (81045),0400638,69
ARIZONA,Edkey Inc. - Sequoia School for the Deaf and Hard (81050),0400640,110
ARIZONA,Edkey Inc. - Sequoia Ranch School (81052),0400641,35
ARIZONA,Heritage Elementary School (81076),0400649,103
ARIZONA,Integrity Education Incorporated (5174),0400650,6
ARIZONA,Edkey Inc. - Arizona Conservatory for Arts and Ac (79981),0400653,33
ARIZONA,Veritas Preparatory Academy (80992),0400655,36
ARIZONA,RSD Charter School Inc. (81033),0400656,10
ARIZONA,Amphitheater Unified District (4406),0400680,2421
ARIZONA,Antelope Union High School District (4506),0400720,30
ARIZONA,Legacy Traditional School - Maricopa (88360),0400745,94
ARIZONA,Eduprize Schools LLC (89412),0400746,421
ARIZONA,Scottsdale Preparatory Academy (89756),0400747,12
ARIZONA,Sage Academy Inc. (89414),0400748,28
ARIZONA,Apache Elementary District (4178),0400750,3
ARIZONA,Concordia Charter School Inc. (89556),0400751,12
ARIZONA,Pima County JTED (89380),0400752,NA
ARIZONA,Imagine Desert West Middle Inc. (89563),0400754,40
ARIZONA,Freedom Academy Inc. (89506),0400755,28
ARIZONA,Imagine Camelback Middle Inc. (89561),0400756,24
ARIZONA,Arete Preparatory Academy (89486),0400757,25
ARIZONA,Candeo Schools Inc. (89758),0400758,41
ARIZONA,Glendale Preparatory Academy (89829),0400760,21
